Lugar de residencia;Edad;Medida;Valor;
Sanlúcar de Barrameda;Índice de dependencia mayores;Población municipal;24,941089997189614;
Setenil de las Bodegas;Índice de dependencia global;Población municipal;49,27455357142857;
Setenil de las Bodegas;Índice de dependencia jóvenes;Población municipal;18,861607142857142;
Setenil de las Bodegas;Índice de dependencia mayores;Población municipal;30,41294642857143;
Tarifa;Índice de dependencia global;Población municipal;45,25821596244132;
Tarifa;Índice de dependencia jóvenes;Población municipal;21,173708920187792;
Tarifa;Índice de dependencia mayores;Población municipal;24,084507042253524;
Torre Alháquime;Índice de dependencia global;Población municipal;55,92233009708738;
Torre Alháquime;Índice de dependencia jóvenes;Población municipal;19,611650485436893;
Torre Alháquime;Índice de dependencia mayores;Población municipal;36,310679611650485;
Trebujena;Índice de dependencia global;Población municipal;53,12363477501092;
Trebujena;Índice de dependencia jóvenes;Población municipal;23,853211009174313;
Trebujena;Índice de dependencia mayores;Población municipal;29,27042376583661;
Ubrique;Índice de dependencia global;Población municipal;52,8692731174769;
Ubrique;Índice de dependencia jóvenes;Población municipal;22,45964355696557;
Ubrique;Índice de dependencia mayores;Población municipal;30,409629560511338;
Vejer de la Frontera;Índice de dependencia global;Población municipal;48,544600938967136;
Vejer de la Frontera;Índice de dependencia jóvenes;Población municipal;22,546948356807512;
Vejer de la Frontera;Índice de dependencia mayores;Población municipal;25,997652582159624;
Villaluenga del Rosario;Índice de dependencia global;Población municipal;58,21917808219178;
Villaluenga del Rosario;Índice de dependencia jóvenes;Población municipal;22,602739726027394;
Villaluenga del Rosario;Índice de dependencia mayores;Población municipal;35,61643835616438;
Villamartín;Índice de dependencia global;Población municipal;46,23382904122838;
Villamartín;Índice de dependencia jóvenes;Población municipal;23,092733647684682;
Villamartín;Índice de dependencia mayores;Población municipal;23,141095393543708;
Zahara;Índice de dependencia global;Población municipal;53,527435610302355;
Zahara;Índice de dependencia jóvenes;Población municipal;17,357222844344903;
Zahara;Índice de dependencia mayores;Población municipal;36,17021276595745;
Adamuz;Índice de dependencia global;Población municipal;59,08214423447744;
Adamuz;Índice de dependencia jóvenes;Población municipal;23,524874662553028;
Adamuz;Índice de dependencia mayores;Población municipal;35,55726957192441;
Aguilar de la Frontera;Índice de dependencia global;Población municipal;51,893248175182485;
Aguilar de la Frontera;Índice de dependencia jóvenes;Población municipal;22,342609489051096;
Aguilar de la Frontera;Índice de dependencia mayores;Población municipal;29,550638686131386;
Alcaracejos;Índice de dependencia global;Población municipal;67,1892497200448;
Alcaracejos;Índice de dependencia jóvenes;Población municipal;20,716685330347147;
Alcaracejos;Índice de dependencia mayores;Población municipal;46,472564389697645;
Almedinilla;Índice de dependencia global;Población municipal;54,09836065573771;
Almedinilla;Índice de dependencia jóvenes;Población municipal;19,672131147540984;
Almedinilla;Índice de dependencia mayores;Población municipal;34,42622950819672;
Almodóvar del Río;Índice de dependencia global;Población municipal;55,1869606903164;
Almodóvar del Río;Índice de dependencia jóvenes;Población municipal;26,78811121764142;
Almodóvar del Río;Índice de dependencia mayores;Población municipal;28,398849472674975;
Añora;Índice de dependencia global;Población municipal;66,18942731277532;
Añora;Índice de dependencia jóvenes;Población municipal;23,898678414096917;
Añora;Índice de dependencia mayores;Población municipal;42,290748898678416;
Baena;Índice de dependencia global;Población municipal;50,96950679861614;
Baena;Índice de dependencia jóvenes;Población municipal;23,847453536084963;
Baena;Índice de dependencia mayores;Población municipal;27,122053262531175;
Belalcázar;Índice de dependencia global;Población municipal;60,792280345352964;
Belalcázar;Índice de dependencia jóvenes;Población municipal;19,654647028948705;
Belalcázar;Índice de dependencia mayores;Población municipal;41,13763331640426;
Belmez;Índice de dependencia global;Población municipal;61,603613777526824;
Belmez;Índice de dependencia jóvenes;Población municipal;17,786561264822133;
Belmez;Índice de dependencia mayores;Población municipal;43,817052512704684;
Benamejí;Índice de dependencia global;Población municipal;51,415525114155244;
Benamejí;Índice de dependencia jóvenes;Población municipal;23,957382039573822;
Benamejí;Índice de dependencia mayores;Población municipal;27,458143074581432;
Bujalance;Índice de dependencia global;Población municipal;54,40425531914893;
Bujalance;Índice de dependencia jóvenes;Población municipal;22,680851063829788;
Bujalance;Índice de dependencia mayores;Población municipal;31,72340425531915;
Cabra;Índice de dependencia global;Población municipal;52,95684603090037;
Cabra;Índice de dependencia jóvenes;Población municipal;20,701727680949844;
Cabra;Índice de dependencia mayores;Población municipal;32,25511834995053;
Cañete de las Torres;Índice de dependencia global;Población municipal;57,347275729224;
Cañete de las Torres;Índice de dependencia jóvenes;Población municipal;17,776554760594387;
Cañete de las Torres;Índice de dependencia mayores;Población municipal;39,57072096862961;
Carcabuey;Índice de dependencia global;Población municipal;53,50194552529183;
Carcabuey;Índice de dependencia jóvenes;Población municipal;17,444876783398183;
Carcabuey;Índice de dependencia mayores;Población municipal;36,057068741893644;
Cardeña;Índice de dependencia global;Población municipal;61,846496106785324;
Cardeña;Índice de dependencia jóvenes;Población municipal;16,68520578420467;
Cardeña;Índice de dependencia mayores;Población municipal;45,16129032258064;
Castro del Río;Índice de dependencia global;Población municipal;52,9050168550466;
Castro del Río;Índice de dependencia jóvenes;Población municipal;21,47531231409875;
Castro del Río;Índice de dependencia mayores;Población municipal;31,42970454094785;
Conquista;Índice de dependencia global;Población municipal;71,94570135746606;
Conquista;Índice de dependencia jóvenes;Población municipal;9,502262443438914;
Conquista;Índice de dependencia mayores;Población municipal;62,44343891402715;
Córdoba (capital);Índice de dependencia global;Población municipal;54,62099068930141;
Córdoba (capital);Índice de dependencia jóvenes;Población municipal;23,56855267997135;
Córdoba (capital);Índice de dependencia mayores;Población municipal;31,052438009330057;
Doña Mencía;Índice de dependencia global;Población municipal;52,46174318030605;
Doña Mencía;Índice de dependencia jóvenes;Población municipal;20,159680638722556;
Doña Mencía;Índice de dependencia mayores;Población municipal;32,302062541583496;
Dos Torres;Índice de dependencia global;Población municipal;57,61154855643045;
Dos Torres;Índice de dependencia jóvenes;Población municipal;22,900262467191602;
Dos Torres;Índice de dependencia mayores;Población municipal;34,71128608923885;
El Carpio;Índice de dependencia global;Población municipal;54,85592315901814;
El Carpio;Índice de dependencia jóvenes;Población municipal;22,838847385272146;
El Carpio;Índice de dependencia mayores;Población municipal;32,017075773745994;
El Guijo;Índice de dependencia global;Población municipal;85,94594594594595;
El Guijo;Índice de dependencia jóvenes;Población municipal;21,62162162162162;
El Guijo;Índice de dependencia mayores;Población municipal;64,32432432432432;
El Viso;Índice de dependencia global;Población municipal;58,59473023839398;
El Viso;Índice de dependencia jóvenes;Población municipal;17,37766624843162;
El Viso;Índice de dependencia mayores;Población municipal;41,21706398996236;
Encinas Reales;Índice de dependencia global;Población municipal;54,88721804511278;
Encinas Reales;Índice de dependencia jóvenes;Población municipal;21,872863978127135;
Encinas Reales;Índice de dependencia mayores;Población municipal;33,014354066985646;
Espejo;Índice de dependencia global;Población municipal;64,4703497212367;
Espejo;Índice de dependencia jóvenes;Población municipal;19,20932589964521;
Espejo;Índice de dependencia mayores;Población municipal;45,261023821591486;
Espiel;Índice de dependencia global;Población municipal;64,15989159891599;
Espiel;Índice de dependencia jóvenes;Población municipal;21,341463414634145;
Espiel;Índice de dependencia mayores;Población municipal;42,81842818428184;
Fernán-Núñez;Índice de dependencia global;Población municipal;53,33015418852328;
Fernán-Núñez;Índice de dependencia jóvenes;Población municipal;23,239548561436973;
Fernán-Núñez;Índice de dependencia mayores;Población municipal;30,090605627086315;
Fuente Carreteros;Índice de dependencia global;Población municipal;54,67224546722454;
Fuente Carreteros;Índice de dependencia jóvenes;Población municipal;20,0836820083682;
Fuente Carreteros;Índice de dependencia mayores;Población municipal;34,58856345885635;
Fuente la Lancha;Índice de dependencia global;Población municipal;63,681592039801;
Fuente la Lancha;Índice de dependencia jóvenes;Población municipal;20,398009950248756;
Fuente la Lancha;Índice de dependencia mayores;Población municipal;43,28358208955223;
Fuente Obejuna;Índice de dependencia global;Población municipal;58,903133903133906;
Fuente Obejuna;Índice de dependencia jóvenes;Población municipal;15,384615384615385;
Fuente Obejuna;Índice de dependencia mayores;Población municipal;43,51851851851852;
Fuente Palmera;Índice de dependencia global;Población municipal;52,52431681333951;
Fuente Palmera;Índice de dependencia jóvenes;Población municipal;26,61726107765941;
Fuente Palmera;Índice de dependencia mayores;Población municipal;25,9070557356801;
Fuente-Tójar;Índice de dependencia global;Población municipal;58,233890214797135;
Fuente-Tójar;Índice de dependencia jóvenes;Población municipal;18,377088305489263;
Fuente-Tójar;Índice de dependencia mayores;Población municipal;39,856801909307876;
Guadalcázar;Índice de dependencia global;Población municipal;49,23076923076923;
Guadalcázar;Índice de dependencia jóvenes;Población municipal;27,21153846153846;
Guadalcázar;Índice de dependencia mayores;Población municipal;22,01923076923077;
Hinojosa del Duque;Índice de dependencia global;Población municipal;62,944785276073624;
