Territorio;Tipo de centro de AP;Medida;Valor;
Villamartín;Centro de salud;Número de centros;1;
Villamartín;Consultorio local;Número de centros;-;
Villamartín;Consultorio auxiliar;Número de centros;-;
Villamartín;TOTAL;Número de centros;1;
Zahara;Centro de salud;Número de centros;-;
Zahara;Consultorio local;Número de centros;1;
Zahara;Consultorio auxiliar;Número de centros;-;
Zahara;TOTAL;Número de centros;1;
Córdoba;Centro de salud;Número de centros;39;
Córdoba;Consultorio local;Número de centros;73;
Córdoba;Consultorio auxiliar;Número de centros;30;
Córdoba;TOTAL;Número de centros;142;
Adamuz;Centro de salud;Número de centros;-;
Adamuz;Consultorio local;Número de centros;1;
Adamuz;Consultorio auxiliar;Número de centros;1;
Adamuz;TOTAL;Número de centros;2;
Aguilar de la Frontera;Centro de salud;Número de centros;1;
Aguilar de la Frontera;Consultorio local;Número de centros;-;
Aguilar de la Frontera;Consultorio auxiliar;Número de centros;-;
Aguilar de la Frontera;TOTAL;Número de centros;1;
Alcaracejos;Centro de salud;Número de centros;-;
Alcaracejos;Consultorio local;Número de centros;1;
Alcaracejos;Consultorio auxiliar;Número de centros;-;
Alcaracejos;TOTAL;Número de centros;1;
Almedinilla;Centro de salud;Número de centros;-;
Almedinilla;Consultorio local;Número de centros;1;
Almedinilla;Consultorio auxiliar;Número de centros;-;
Almedinilla;TOTAL;Número de centros;1;
Almodóvar del Río;Centro de salud;Número de centros;-;
Almodóvar del Río;Consultorio local;Número de centros;2;
Almodóvar del Río;Consultorio auxiliar;Número de centros;-;
Almodóvar del Río;TOTAL;Número de centros;2;
Añora;Centro de salud;Número de centros;-;
Añora;Consultorio local;Número de centros;1;
Añora;Consultorio auxiliar;Número de centros;-;
Añora;TOTAL;Número de centros;1;
Baena;Centro de salud;Número de centros;1;
Baena;Consultorio local;Número de centros;1;
Baena;Consultorio auxiliar;Número de centros;-;
Baena;TOTAL;Número de centros;2;
Belalcázar;Centro de salud;Número de centros;-;
Belalcázar;Consultorio local;Número de centros;1;
Belalcázar;Consultorio auxiliar;Número de centros;-;
Belalcázar;TOTAL;Número de centros;1;
Belmez;Centro de salud;Número de centros;-;
Belmez;Consultorio local;Número de centros;1;
Belmez;Consultorio auxiliar;Número de centros;2;
Belmez;TOTAL;Número de centros;3;
Benamejí;Centro de salud;Número de centros;1;
Benamejí;Consultorio local;Número de centros;-;
Benamejí;Consultorio auxiliar;Número de centros;-;
Benamejí;TOTAL;Número de centros;1;
Bujalance;Centro de salud;Número de centros;1;
Bujalance;Consultorio local;Número de centros;-;
Bujalance;Consultorio auxiliar;Número de centros;-;
Bujalance;TOTAL;Número de centros;1;
Cabra;Centro de salud;Número de centros;1;
Cabra;Consultorio local;Número de centros;-;
Cabra;Consultorio auxiliar;Número de centros;1;
Cabra;TOTAL;Número de centros;2;
Cañete de las Torres;Centro de salud;Número de centros;-;
Cañete de las Torres;Consultorio local;Número de centros;1;
Cañete de las Torres;Consultorio auxiliar;Número de centros;-;
Cañete de las Torres;TOTAL;Número de centros;1;
Carcabuey;Centro de salud;Número de centros;-;
Carcabuey;Consultorio local;Número de centros;1;
Carcabuey;Consultorio auxiliar;Número de centros;-;
Carcabuey;TOTAL;Número de centros;1;
Cardeña;Centro de salud;Número de centros;-;
Cardeña;Consultorio local;Número de centros;2;
Cardeña;Consultorio auxiliar;Número de centros;1;
Cardeña;TOTAL;Número de centros;3;
Castro del Río;Centro de salud;Número de centros;1;
Castro del Río;Consultorio local;Número de centros;1;
Castro del Río;Consultorio auxiliar;Número de centros;-;
Castro del Río;TOTAL;Número de centros;2;
Conquista;Centro de salud;Número de centros;-;
Conquista;Consultorio local;Número de centros;1;
Conquista;Consultorio auxiliar;Número de centros;-;
Conquista;TOTAL;Número de centros;1;
Córdoba (capital);Centro de salud;Número de centros;13;
Córdoba (capital);Consultorio local;Número de centros;9;
Córdoba (capital);Consultorio auxiliar;Número de centros;-;
Córdoba (capital);TOTAL;Número de centros;22;
Doña Mencía;Centro de salud;Número de centros;-;
Doña Mencía;Consultorio local;Número de centros;1;
Doña Mencía;Consultorio auxiliar;Número de centros;-;
Doña Mencía;TOTAL;Número de centros;1;
Dos Torres;Centro de salud;Número de centros;-;
Dos Torres;Consultorio local;Número de centros;1;
Dos Torres;Consultorio auxiliar;Número de centros;-;
Dos Torres;TOTAL;Número de centros;1;
El Carpio;Centro de salud;Número de centros;-;
El Carpio;Consultorio local;Número de centros;1;
El Carpio;Consultorio auxiliar;Número de centros;1;
El Carpio;TOTAL;Número de centros;2;
El Guijo;Centro de salud;Número de centros;-;
El Guijo;Consultorio local;Número de centros;1;
El Guijo;Consultorio auxiliar;Número de centros;-;
El Guijo;TOTAL;Número de centros;1;
El Viso;Centro de salud;Número de centros;-;
El Viso;Consultorio local;Número de centros;1;
El Viso;Consultorio auxiliar;Número de centros;-;
El Viso;TOTAL;Número de centros;1;
Encinas Reales;Centro de salud;Número de centros;-;
Encinas Reales;Consultorio local;Número de centros;1;
Encinas Reales;Consultorio auxiliar;Número de centros;-;
Encinas Reales;TOTAL;Número de centros;1;
Espejo;Centro de salud;Número de centros;-;
Espejo;Consultorio local;Número de centros;1;
Espejo;Consultorio auxiliar;Número de centros;-;
Espejo;TOTAL;Número de centros;1;
Espiel;Centro de salud;Número de centros;-;
Espiel;Consultorio local;Número de centros;1;
Espiel;Consultorio auxiliar;Número de centros;-;
Espiel;TOTAL;Número de centros;1;
Fernán-Núñez;Centro de salud;Número de centros;1;
Fernán-Núñez;Consultorio local;Número de centros;-;
Fernán-Núñez;Consultorio auxiliar;Número de centros;-;
Fernán-Núñez;TOTAL;Número de centros;1;
Fuente Carreteros;Centro de salud;Número de centros;-;
Fuente Carreteros;Consultorio local;Número de centros;1;
Fuente Carreteros;Consultorio auxiliar;Número de centros;-;
Fuente Carreteros;TOTAL;Número de centros;1;
Fuente la Lancha;Centro de salud;Número de centros;-;
Fuente la Lancha;Consultorio local;Número de centros;1;
Fuente la Lancha;Consultorio auxiliar;Número de centros;-;
Fuente la Lancha;TOTAL;Número de centros;1;
Fuente Obejuna;Centro de salud;Número de centros;-;
Fuente Obejuna;Consultorio local;Número de centros;4;
Fuente Obejuna;Consultorio auxiliar;Número de centros;11;
Fuente Obejuna;TOTAL;Número de centros;15;
Fuente Palmera;Centro de salud;Número de centros;1;
Fuente Palmera;Consultorio local;Número de centros;2;
Fuente Palmera;Consultorio auxiliar;Número de centros;1;
Fuente Palmera;TOTAL;Número de centros;4;
Fuente-Tójar;Centro de salud;Número de centros;-;
Fuente-Tójar;Consultorio local;Número de centros;1;
Fuente-Tójar;Consultorio auxiliar;Número de centros;1;
Fuente-Tójar;TOTAL;Número de centros;2;
Guadalcázar;Centro de salud;Número de centros;-;
Guadalcázar;Consultorio local;Número de centros;1;
Guadalcázar;Consultorio auxiliar;Número de centros;-;
Guadalcázar;TOTAL;Número de centros;1;
Hinojosa del Duque;Centro de salud;Número de centros;1;
Hinojosa del Duque;Consultorio local;Número de centros;-;
Hinojosa del Duque;Consultorio auxiliar;Número de centros;-;
Hinojosa del Duque;TOTAL;Número de centros;1;
Hornachuelos;Centro de salud;Número de centros;-;
Hornachuelos;Consultorio local;Número de centros;1;
Hornachuelos;Consultorio auxiliar;Número de centros;-;
Hornachuelos;TOTAL;Número de centros;1;
Iznájar;Centro de salud;Número de centros;1;
Iznájar;Consultorio local;Número de centros;-;
Iznájar;Consultorio auxiliar;Número de centros;1;
Iznájar;TOTAL;Número de centros;2;
La Carlota;Centro de salud;Número de centros;1;
La Carlota;Consultorio local;Número de centros;1;
La Carlota;Consultorio auxiliar;Número de centros;-;
La Carlota;TOTAL;Número de centros;2;
La Granjuela;Centro de salud;Número de centros;-;
La Granjuela;Consultorio local;Número de centros;1;
La Granjuela;Consultorio auxiliar;Número de centros;-;
La Granjuela;TOTAL;Número de centros;1;
La Guijarrosa;Centro de salud;Número de centros;-;
La Guijarrosa;Consultorio local;Número de centros;1;
La Guijarrosa;Consultorio auxiliar;Número de centros;-;
La Guijarrosa;TOTAL;Número de centros;1;
La Rambla;Centro de salud;Número de centros;1;
La Rambla;Consultorio local;Número de centros;-;
La Rambla;Consultorio auxiliar;Número de centros;-;
La Rambla;TOTAL;Número de centros;1;
La Victoria;Centro de salud;Número de centros;-;
La Victoria;Consultorio local;Número de centros;1;
La Victoria;Consultorio auxiliar;Número de centros;-;
La Victoria;TOTAL;Número de centros;1;
Los Blázquez;Centro de salud;Número de centros;-;
Los Blázquez;Consultorio local;Número de centros;1;
Los Blázquez;Consultorio auxiliar;Número de centros;-;
Los Blázquez;TOTAL;Número de centros;1;
Lucena;Centro de salud;Número de centros;2;
Lucena;Consultorio local;Número de centros;1;
Lucena;Consultorio auxiliar;Número de centros;1;
Lucena;TOTAL;Número de centros;4;
Luque;Centro de salud;Número de centros;-;
Luque;Consultorio local;Número de centros;1;
Luque;Consultorio auxiliar;Número de centros;-;
Luque;TOTAL;Número de centros;1;
Montalbán de Córdoba;Centro de salud;Número de centros;-;
Montalbán de Córdoba;Consultorio local;Número de centros;1;
Montalbán de Córdoba;Consultorio auxiliar;Número de centros;-;
Montalbán de Córdoba;TOTAL;Número de centros;1;
Montemayor;Centro de salud;Número de centros;-;
Montemayor;Consultorio local;Número de centros;1;
Montemayor;Consultorio auxiliar;Número de centros;-;
Montemayor;TOTAL;Número de centros;1;
Montilla;Centro de salud;Número de centros;1;
Montilla;Consultorio local;Número de centros;-;
Montilla;Consultorio auxiliar;Número de centros;-;
Montilla;TOTAL;Número de centros;1;
Montoro;Centro de salud;Número de centros;1;
Montoro;Consultorio local;Número de centros;-;
Montoro;Consultorio auxiliar;Número de centros;-;
Montoro;TOTAL;Número de centros;1;
Monturque;Centro de salud;Número de centros;-;
Monturque;Consultorio local;Número de centros;1;
Monturque;Consultorio auxiliar;Número de centros;-;
Monturque;TOTAL;Número de centros;1;
Moriles;Centro de salud;Número de centros;-;
Moriles;Consultorio local;Número de centros;1;
Moriles;Consultorio auxiliar;Número de centros;-;
Moriles;TOTAL;Número de centros;1;
Nueva Carteya;Centro de salud;Número de centros;-;
Nueva Carteya;Consultorio local;Número de centros;1;
Nueva Carteya;Consultorio auxiliar;Número de centros;-;
Nueva Carteya;TOTAL;Número de centros;1;
Obejo;Centro de salud;Número de centros;-;
Obejo;Consultorio local;Número de centros;1;
Obejo;Consultorio auxiliar;Número de centros;-;
Obejo;TOTAL;Número de centros;1;
Palenciana;Centro de salud;Número de centros;-;
Palenciana;Consultorio local;Número de centros;1;
Palenciana;Consultorio auxiliar;Número de centros;-;
Palenciana;TOTAL;Número de centros;1;
Palma del Río;Centro de salud;Número de centros;1;
Palma del Río;Consultorio local;Número de centros;-;
Palma del Río;Consultorio auxiliar;Número de centros;-;
Palma del Río;TOTAL;Número de centros;1;
Pedro Abad;Centro de salud;Número de centros;-;
Pedro Abad;Consultorio local;Número de centros;1;
Pedro Abad;Consultorio auxiliar;Número de centros;-;
Pedro Abad;TOTAL;Número de centros;1;
Pedroche;Centro de salud;Número de centros;-;
Pedroche;Consultorio local;Número de centros;1;
Pedroche;Consultorio auxiliar;Número de centros;-;
Pedroche;TOTAL;Número de centros;1;
Peñarroya-Pueblonuevo;Centro de salud;Número de centros;1;
Peñarroya-Pueblonuevo;Consultorio local;Número de centros;-;
Peñarroya-Pueblonuevo;Consultorio auxiliar;Número de centros;-;
Peñarroya-Pueblonuevo;TOTAL;Número de centros;1;
Posadas;Centro de salud;Número de centros;1;
Posadas;Consultorio local;Número de centros;-;
Posadas;Consultorio auxiliar;Número de centros;-;
Posadas;TOTAL;Número de centros;1;
Pozoblanco;Centro de salud;Número de centros;1;
Pozoblanco;Consultorio local;Número de centros;-;
Pozoblanco;Consultorio auxiliar;Número de centros;-;
Pozoblanco;TOTAL;Número de centros;1;
Priego de Córdoba;Centro de salud;Número de centros;1;
Priego de Córdoba;Consultorio local;Número de centros;-;
Priego de Córdoba;Consultorio auxiliar;Número de centros;6;
Priego de Córdoba;TOTAL;Número de centros;7;
Puente Genil;Centro de salud;Número de centros;2;
Puente Genil;Consultorio local;Número de centros;-;
Puente Genil;Consultorio auxiliar;Número de centros;-;
Puente Genil;TOTAL;Número de centros;2;
Rute;Centro de salud;Número de centros;1;
Rute;Consultorio local;Número de centros;1;
Rute;Consultorio auxiliar;Número de centros;1;
Rute;TOTAL;Número de centros;3;
San Sebastián de los Ballesteros;Centro de salud;Número de centros;-;
San Sebastián de los Ballesteros;Consultorio local;Número de centros;1;
San Sebastián de los Ballesteros;Consultorio auxiliar;Número de centros;-;
San Sebastián de los Ballesteros;TOTAL;Número de centros;1;
Santa Eufemia;Centro de salud;Número de centros;-;
Santa Eufemia;Consultorio local;Número de centros;1;
Santa Eufemia;Consultorio auxiliar;Número de centros;-;
Santa Eufemia;TOTAL;Número de centros;1;
Santaella;Centro de salud;Número de centros;-;
Santaella;Consultorio local;Número de centros;2;
Santaella;Consultorio auxiliar;Número de centros;-;
Santaella;TOTAL;Número de centros;2;
Torrecampo;Centro de salud;Número de centros;-;
Torrecampo;Consultorio local;Número de centros;1;
Torrecampo;Consultorio auxiliar;Número de centros;-;
Torrecampo;TOTAL;Número de centros;1;
Valenzuela;Centro de salud;Número de centros;-;
Valenzuela;Consultorio local;Número de centros;1;
Valenzuela;Consultorio auxiliar;Número de centros;-;
Valenzuela;TOTAL;Número de centros;1;
Valsequillo;Centro de salud;Número de centros;-;
Valsequillo;Consultorio local;Número de centros;-;
Valsequillo;Consultorio auxiliar;Número de centros;1;
Valsequillo;TOTAL;Número de centros;1;
Villa del Río;Centro de salud;Número de centros;-;
Villa del Río;Consultorio local;Número de centros;1;
Villa del Río;Consultorio auxiliar;Número de centros;-;
Villa del Río;TOTAL;Número de centros;1;
Villafranca de Córdoba;Centro de salud;Número de centros;-;
Villafranca de Córdoba;Consultorio local;Número de centros;1;
Villafranca de Córdoba;Consultorio auxiliar;Número de centros;-;
Villafranca de Córdoba;TOTAL;Número de centros;1;
Villaharta;Centro de salud;Número de centros;-;
Villaharta;Consultorio local;Número de centros;1;
Villaharta;Consultorio auxiliar;Número de centros;-;
Villaharta;TOTAL;Número de centros;1;
Villanueva de Córdoba;Centro de salud;Número de centros;1;
Villanueva de Córdoba;Consultorio local;Número de centros;-;
Villanueva de Córdoba;Consultorio auxiliar;Número de centros;-;
Villanueva de Córdoba;TOTAL;Número de centros;1;
Villanueva del Duque;Centro de salud;Número de centros;-;
Villanueva del Duque;Consultorio local;Número de centros;1;
Villanueva del Duque;Consultorio auxiliar;Número de centros;-;
Villanueva del Duque;TOTAL;Número de centros;1;
Villanueva del Rey;Centro de salud;Número de centros;-;
Villanueva del Rey;Consultorio local;Número de centros;1;
Villanueva del Rey;Consultorio auxiliar;Número de centros;-;
Villanueva del Rey;TOTAL;Número de centros;1;
Villaralto;Centro de salud;Número de centros;-;
Villaralto;Consultorio local;Número de centros;1;
Villaralto;Consultorio auxiliar;Número de centros;-;
Villaralto;TOTAL;Número de centros;1;
Villaviciosa de Córdoba;Centro de salud;Número de centros;1;
Villaviciosa de Córdoba;Consultorio local;Número de centros;-;
Villaviciosa de Córdoba;Consultorio auxiliar;Número de centros;1;
Villaviciosa de Córdoba;TOTAL;Número de centros;2;
Zuheros;Centro de salud;Número de centros;-;
Zuheros;Consultorio local;Número de centros;1;
Zuheros;Consultorio auxiliar;Número de centros;-;
