Territorio;Tipología de servicios sociales;Medida;Valor;
Vera;Personas de etnia gitana;Nº de centros;-;
Vera;Menores del sistema de protección;Nº de centros;-;
Vera;TOTAL;Nº de centros;7;
Viator;Población general;Nº de centros;-;
Viator;Personas mayores;Nº de centros;-;
Viator;Mujeres;Nº de centros;-;
Viator;Personas con discapacidad;Nº de centros;3;
Viator;Personas con enfermedad mental;Nº de centros;-;
Viator;Personas con adicciones;Nº de centros;-;
Viator;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Viator;Personas de etnia gitana;Nº de centros;-;
Viator;Menores del sistema de protección;Nº de centros;-;
Viator;TOTAL;Nº de centros;3;
Vícar;Población general;Nº de centros;1;
Vícar;Personas mayores;Nº de centros;7;
Vícar;Mujeres;Nº de centros;1;
Vícar;Personas con discapacidad;Nº de centros;-;
Vícar;Personas con enfermedad mental;Nº de centros;-;
Vícar;Personas con adicciones;Nº de centros;1;
Vícar;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Vícar;Personas de etnia gitana;Nº de centros;-;
Vícar;Menores del sistema de protección;Nº de centros;-;
Vícar;TOTAL;Nº de centros;10;
Municipio de Almería sin especificar;Población general;Nº de centros;-;
Municipio de Almería sin especificar;Personas mayores;Nº de centros;-;
Municipio de Almería sin especificar;Mujeres;Nº de centros;2;
Municipio de Almería sin especificar;Personas con discapacidad;Nº de centros;-;
Municipio de Almería sin especificar;Personas con enfermedad mental;Nº de centros;1;
Municipio de Almería sin especificar;Personas con adicciones;Nº de centros;-;
Municipio de Almería sin especificar;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Municipio de Almería sin especificar;Personas de etnia gitana;Nº de centros;-;
Municipio de Almería sin especificar;Menores del sistema de protección;Nº de centros;2;
Municipio de Almería sin especificar;TOTAL;Nº de centros;5;
Cádiz;Población general;Nº de centros;52;
Cádiz;Personas mayores;Nº de centros;170;
Cádiz;Mujeres;Nº de centros;22;
Cádiz;Personas con discapacidad;Nº de centros;97;
Cádiz;Personas con enfermedad mental;Nº de centros;20;
Cádiz;Personas con adicciones;Nº de centros;27;
Cádiz;Personas en situación o riesgo de exclusión social;Nº de centros;25;
Cádiz;Personas de etnia gitana;Nº de centros;-;
Cádiz;Menores del sistema de protección;Nº de centros;4;
Cádiz;TOTAL;Nº de centros;417;
Alcalá de los Gazules;Población general;Nº de centros;1;
Alcalá de los Gazules;Personas mayores;Nº de centros;2;
Alcalá de los Gazules;Mujeres;Nº de centros;-;
Alcalá de los Gazules;Personas con discapacidad;Nº de centros;-;
Alcalá de los Gazules;Personas con enfermedad mental;Nº de centros;-;
Alcalá de los Gazules;Personas con adicciones;Nº de centros;1;
Alcalá de los Gazules;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Alcalá de los Gazules;Personas de etnia gitana;Nº de centros;-;
Alcalá de los Gazules;Menores del sistema de protección;Nº de centros;-;
Alcalá de los Gazules;TOTAL;Nº de centros;4;
Alcalá del Valle;Población general;Nº de centros;-;
Alcalá del Valle;Personas mayores;Nº de centros;2;
Alcalá del Valle;Mujeres;Nº de centros;-;
Alcalá del Valle;Personas con discapacidad;Nº de centros;-;
Alcalá del Valle;Personas con enfermedad mental;Nº de centros;-;
Alcalá del Valle;Personas con adicciones;Nº de centros;-;
Alcalá del Valle;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Alcalá del Valle;Personas de etnia gitana;Nº de centros;-;
Alcalá del Valle;Menores del sistema de protección;Nº de centros;-;
Alcalá del Valle;TOTAL;Nº de centros;2;
Algeciras;Población general;Nº de centros;2;
Algeciras;Personas mayores;Nº de centros;11;
Algeciras;Mujeres;Nº de centros;2;
Algeciras;Personas con discapacidad;Nº de centros;9;
Algeciras;Personas con enfermedad mental;Nº de centros;2;
Algeciras;Personas con adicciones;Nº de centros;2;
Algeciras;Personas en situación o riesgo de exclusión social;Nº de centros;2;
Algeciras;Personas de etnia gitana;Nº de centros;-;
Algeciras;Menores del sistema de protección;Nº de centros;-;
Algeciras;TOTAL;Nº de centros;30;
Algodonales;Población general;Nº de centros;1;
Algodonales;Personas mayores;Nº de centros;2;
Algodonales;Mujeres;Nº de centros;-;
Algodonales;Personas con discapacidad;Nº de centros;1;
Algodonales;Personas con enfermedad mental;Nº de centros;-;
Algodonales;Personas con adicciones;Nº de centros;1;
Algodonales;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Algodonales;Personas de etnia gitana;Nº de centros;-;
Algodonales;Menores del sistema de protección;Nº de centros;-;
Algodonales;TOTAL;Nº de centros;5;
Arcos de la Frontera;Población general;Nº de centros;1;
Arcos de la Frontera;Personas mayores;Nº de centros;4;
Arcos de la Frontera;Mujeres;Nº de centros;1;
Arcos de la Frontera;Personas con discapacidad;Nº de centros;1;
Arcos de la Frontera;Personas con enfermedad mental;Nº de centros;-;
Arcos de la Frontera;Personas con adicciones;Nº de centros;2;
Arcos de la Frontera;Personas en situación o riesgo de exclusión social;Nº de centros;1;
Arcos de la Frontera;Personas de etnia gitana;Nº de centros;-;
Arcos de la Frontera;Menores del sistema de protección;Nº de centros;-;
Arcos de la Frontera;TOTAL;Nº de centros;10;
Barbate;Población general;Nº de centros;1;
Barbate;Personas mayores;Nº de centros;3;
Barbate;Mujeres;Nº de centros;1;
Barbate;Personas con discapacidad;Nº de centros;4;
Barbate;Personas con enfermedad mental;Nº de centros;-;
Barbate;Personas con adicciones;Nº de centros;1;
Barbate;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Barbate;Personas de etnia gitana;Nº de centros;-;
Barbate;Menores del sistema de protección;Nº de centros;-;
Barbate;TOTAL;Nº de centros;10;
Benalup-Casas Viejas;Población general;Nº de centros;1;
Benalup-Casas Viejas;Personas mayores;Nº de centros;1;
Benalup-Casas Viejas;Mujeres;Nº de centros;-;
Benalup-Casas Viejas;Personas con discapacidad;Nº de centros;-;
Benalup-Casas Viejas;Personas con enfermedad mental;Nº de centros;-;
Benalup-Casas Viejas;Personas con adicciones;Nº de centros;-;
Benalup-Casas Viejas;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Benalup-Casas Viejas;Personas de etnia gitana;Nº de centros;-;
Benalup-Casas Viejas;Menores del sistema de protección;Nº de centros;-;
Benalup-Casas Viejas;TOTAL;Nº de centros;2;
Bornos;Población general;Nº de centros;-;
Bornos;Personas mayores;Nº de centros;1;
Bornos;Mujeres;Nº de centros;-;
Bornos;Personas con discapacidad;Nº de centros;-;
Bornos;Personas con enfermedad mental;Nº de centros;-;
Bornos;Personas con adicciones;Nº de centros;-;
Bornos;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Bornos;Personas de etnia gitana;Nº de centros;-;
Bornos;Menores del sistema de protección;Nº de centros;-;
Bornos;TOTAL;Nº de centros;1;
Cádiz (capital);Población general;Nº de centros;5;
Cádiz (capital);Personas mayores;Nº de centros;24;
Cádiz (capital);Mujeres;Nº de centros;2;
Cádiz (capital);Personas con discapacidad;Nº de centros;5;
Cádiz (capital);Personas con enfermedad mental;Nº de centros;2;
Cádiz (capital);Personas con adicciones;Nº de centros;2;
Cádiz (capital);Personas en situación o riesgo de exclusión social;Nº de centros;5;
Cádiz (capital);Personas de etnia gitana;Nº de centros;-;
Cádiz (capital);Menores del sistema de protección;Nº de centros;-;
Cádiz (capital);TOTAL;Nº de centros;45;
Castellar de la Frontera;Población general;Nº de centros;1;
Castellar de la Frontera;Personas mayores;Nº de centros;-;
Castellar de la Frontera;Mujeres;Nº de centros;-;
Castellar de la Frontera;Personas con discapacidad;Nº de centros;-;
Castellar de la Frontera;Personas con enfermedad mental;Nº de centros;-;
Castellar de la Frontera;Personas con adicciones;Nº de centros;1;
Castellar de la Frontera;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Castellar de la Frontera;Personas de etnia gitana;Nº de centros;-;
Castellar de la Frontera;Menores del sistema de protección;Nº de centros;-;
Castellar de la Frontera;TOTAL;Nº de centros;2;
Chiclana de la Frontera;Población general;Nº de centros;2;
Chiclana de la Frontera;Personas mayores;Nº de centros;8;
Chiclana de la Frontera;Mujeres;Nº de centros;1;
Chiclana de la Frontera;Personas con discapacidad;Nº de centros;1;
Chiclana de la Frontera;Personas con enfermedad mental;Nº de centros;1;
Chiclana de la Frontera;Personas con adicciones;Nº de centros;1;
Chiclana de la Frontera;Personas en situación o riesgo de exclusión social;Nº de centros;1;
Chiclana de la Frontera;Personas de etnia gitana;Nº de centros;-;
Chiclana de la Frontera;Menores del sistema de protección;Nº de centros;-;
Chiclana de la Frontera;TOTAL;Nº de centros;15;
Chipiona;Población general;Nº de centros;1;
Chipiona;Personas mayores;Nº de centros;2;
Chipiona;Mujeres;Nº de centros;1;
Chipiona;Personas con discapacidad;Nº de centros;-;
Chipiona;Personas con enfermedad mental;Nº de centros;-;
Chipiona;Personas con adicciones;Nº de centros;-;
Chipiona;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Chipiona;Personas de etnia gitana;Nº de centros;-;
Chipiona;Menores del sistema de protección;Nº de centros;-;
Chipiona;TOTAL;Nº de centros;4;
Conil de la Frontera;Población general;Nº de centros;1;
Conil de la Frontera;Personas mayores;Nº de centros;5;
Conil de la Frontera;Mujeres;Nº de centros;-;
Conil de la Frontera;Personas con discapacidad;Nº de centros;-;
Conil de la Frontera;Personas con enfermedad mental;Nº de centros;-;
Conil de la Frontera;Personas con adicciones;Nº de centros;1;
Conil de la Frontera;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Conil de la Frontera;Personas de etnia gitana;Nº de centros;-;
Conil de la Frontera;Menores del sistema de protección;Nº de centros;-;
Conil de la Frontera;TOTAL;Nº de centros;7;
El Bosque;Población general;Nº de centros;-;
El Bosque;Personas mayores;Nº de centros;1;
El Bosque;Mujeres;Nº de centros;-;
El Bosque;Personas con discapacidad;Nº de centros;-;
El Bosque;Personas con enfermedad mental;Nº de centros;-;
El Bosque;Personas con adicciones;Nº de centros;-;
El Bosque;Personas en situación o riesgo de exclusión social;Nº de centros;-;
El Bosque;Personas de etnia gitana;Nº de centros;-;
El Bosque;Menores del sistema de protección;Nº de centros;-;
El Bosque;TOTAL;Nº de centros;1;
El Gastor;Población general;Nº de centros;-;
El Gastor;Personas mayores;Nº de centros;1;
El Gastor;Mujeres;Nº de centros;-;
El Gastor;Personas con discapacidad;Nº de centros;-;
El Gastor;Personas con enfermedad mental;Nº de centros;-;
El Gastor;Personas con adicciones;Nº de centros;-;
El Gastor;Personas en situación o riesgo de exclusión social;Nº de centros;-;
El Gastor;Personas de etnia gitana;Nº de centros;-;
El Gastor;Menores del sistema de protección;Nº de centros;1;
El Gastor;TOTAL;Nº de centros;2;
El Puerto de Santa María;Población general;Nº de centros;2;
El Puerto de Santa María;Personas mayores;Nº de centros;10;
El Puerto de Santa María;Mujeres;Nº de centros;1;
El Puerto de Santa María;Personas con discapacidad;Nº de centros;11;
El Puerto de Santa María;Personas con enfermedad mental;Nº de centros;5;
El Puerto de Santa María;Personas con adicciones;Nº de centros;1;
El Puerto de Santa María;Personas en situación o riesgo de exclusión social;Nº de centros;3;
El Puerto de Santa María;Personas de etnia gitana;Nº de centros;-;
El Puerto de Santa María;Menores del sistema de protección;Nº de centros;-;
El Puerto de Santa María;TOTAL;Nº de centros;33;
Espera;Población general;Nº de centros;1;
Espera;Personas mayores;Nº de centros;-;
Espera;Mujeres;Nº de centros;-;
Espera;Personas con discapacidad;Nº de centros;1;
Espera;Personas con enfermedad mental;Nº de centros;-;
Espera;Personas con adicciones;Nº de centros;-;
Espera;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Espera;Personas de etnia gitana;Nº de centros;-;
Espera;Menores del sistema de protección;Nº de centros;-;
Espera;TOTAL;Nº de centros;2;
Jerez de la Frontera;Población general;Nº de centros;9;
Jerez de la Frontera;Personas mayores;Nº de centros;20;
Jerez de la Frontera;Mujeres;Nº de centros;1;
Jerez de la Frontera;Personas con discapacidad;Nº de centros;11;
Jerez de la Frontera;Personas con enfermedad mental;Nº de centros;5;
Jerez de la Frontera;Personas con adicciones;Nº de centros;3;
Jerez de la Frontera;Personas en situación o riesgo de exclusión social;Nº de centros;6;
Jerez de la Frontera;Personas de etnia gitana;Nº de centros;-;
Jerez de la Frontera;Menores del sistema de protección;Nº de centros;-;
Jerez de la Frontera;TOTAL;Nº de centros;55;
Jimena de la Frontera;Población general;Nº de centros;1;
Jimena de la Frontera;Personas mayores;Nº de centros;2;
Jimena de la Frontera;Mujeres;Nº de centros;-;
Jimena de la Frontera;Personas con discapacidad;Nº de centros;-;
Jimena de la Frontera;Personas con enfermedad mental;Nº de centros;-;
Jimena de la Frontera;Personas con adicciones;Nº de centros;-;
Jimena de la Frontera;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Jimena de la Frontera;Personas de etnia gitana;Nº de centros;-;
Jimena de la Frontera;Menores del sistema de protección;Nº de centros;-;
Jimena de la Frontera;TOTAL;Nº de centros;3;
La Línea de la Concepción;Población general;Nº de centros;3;
La Línea de la Concepción;Personas mayores;Nº de centros;13;
La Línea de la Concepción;Mujeres;Nº de centros;1;
La Línea de la Concepción;Personas con discapacidad;Nº de centros;16;
La Línea de la Concepción;Personas con enfermedad mental;Nº de centros;1;
La Línea de la Concepción;Personas con adicciones;Nº de centros;3;
La Línea de la Concepción;Personas en situación o riesgo de exclusión social;Nº de centros;3;
La Línea de la Concepción;Personas de etnia gitana;Nº de centros;-;
La Línea de la Concepción;Menores del sistema de protección;Nº de centros;1;
La Línea de la Concepción;TOTAL;Nº de centros;41;
Los Barrios;Población general;Nº de centros;1;
Los Barrios;Personas mayores;Nº de centros;6;
Los Barrios;Mujeres;Nº de centros;-;
Los Barrios;Personas con discapacidad;Nº de centros;1;
Los Barrios;Personas con enfermedad mental;Nº de centros;-;
Los Barrios;Personas con adicciones;Nº de centros;-;
Los Barrios;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Los Barrios;Personas de etnia gitana;Nº de centros;-;
Los Barrios;Menores del sistema de protección;Nº de centros;-;
Los Barrios;TOTAL;Nº de centros;8;
Medina Sidonia;Población general;Nº de centros;1;
Medina Sidonia;Personas mayores;Nº de centros;2;
Medina Sidonia;Mujeres;Nº de centros;1;
Medina Sidonia;Personas con discapacidad;Nº de centros;1;
Medina Sidonia;Personas con enfermedad mental;Nº de centros;-;
Medina Sidonia;Personas con adicciones;Nº de centros;-;
Medina Sidonia;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Medina Sidonia;Personas de etnia gitana;Nº de centros;-;
Medina Sidonia;Menores del sistema de protección;Nº de centros;-;
Medina Sidonia;TOTAL;Nº de centros;5;
Olvera;Población general;Nº de centros;1;
Olvera;Personas mayores;Nº de centros;3;
Olvera;Mujeres;Nº de centros;-;
Olvera;Personas con discapacidad;Nº de centros;1;
Olvera;Personas con enfermedad mental;Nº de centros;-;
Olvera;Personas con adicciones;Nº de centros;-;
Olvera;Personas en situación o riesgo de exclusión social;Nº de centros;-;
Olvera;Personas de etnia gitana;Nº de centros;-;
Olvera;Menores del sistema de protección;Nº de centros;-;
Olvera;TOTAL;Nº de centros;5;
Paterna de Rivera;Población general;Nº de centros;1;
Paterna de Rivera;Personas mayores;Nº de centros;1;
Paterna de Rivera;Mujeres;Nº de centros;-;
Paterna de Rivera;Personas con discapacidad;Nº de centros;-;
Paterna de Rivera;Personas con enfermedad mental;Nº de centros;-;
