Territorio;Edad;Sexo;Medida;Valor;
Felix;De 65 y más años;Mujeres;Población;76;
Felix;De 65 y más años;Ambos sexos;Población;165;
Felix;TOTAL;Hombres;Población;450;
Felix;TOTAL;Mujeres;Población;320;
Felix;TOTAL;Ambos sexos;Población;770;
Fines;De 0 a 15 años;Hombres;Población;176;
Fines;De 0 a 15 años;Mujeres;Población;172;
Fines;De 0 a 15 años;Ambos sexos;Población;348;
Fines;De 16 a 64 años;Hombres;Población;869;
Fines;De 16 a 64 años;Mujeres;Población;691;
Fines;De 16 a 64 años;Ambos sexos;Población;1560;
Fines;De 65 y más años;Hombres;Población;165;
Fines;De 65 y más años;Mujeres;Población;202;
Fines;De 65 y más años;Ambos sexos;Población;367;
Fines;TOTAL;Hombres;Población;1210;
Fines;TOTAL;Mujeres;Población;1065;
Fines;TOTAL;Ambos sexos;Población;2275;
Fiñana;De 0 a 15 años;Hombres;Población;117;
Fiñana;De 0 a 15 años;Mujeres;Población;114;
Fiñana;De 0 a 15 años;Ambos sexos;Población;231;
Fiñana;De 16 a 64 años;Hombres;Población;654;
Fiñana;De 16 a 64 años;Mujeres;Población;616;
Fiñana;De 16 a 64 años;Ambos sexos;Población;1270;
Fiñana;De 65 y más años;Hombres;Población;258;
Fiñana;De 65 y más años;Mujeres;Población;259;
Fiñana;De 65 y más años;Ambos sexos;Población;517;
Fiñana;TOTAL;Hombres;Población;1029;
Fiñana;TOTAL;Mujeres;Población;989;
Fiñana;TOTAL;Ambos sexos;Población;2018;
Fondón;De 0 a 15 años;Hombres;Población;42;
Fondón;De 0 a 15 años;Mujeres;Población;57;
Fondón;De 0 a 15 años;Ambos sexos;Población;99;
Fondón;De 16 a 64 años;Hombres;Población;409;
Fondón;De 16 a 64 años;Mujeres;Población;334;
Fondón;De 16 a 64 años;Ambos sexos;Población;743;
Fondón;De 65 y más años;Hombres;Población;136;
Fondón;De 65 y más años;Mujeres;Población;155;
Fondón;De 65 y más años;Ambos sexos;Población;291;
Fondón;TOTAL;Hombres;Población;587;
Fondón;TOTAL;Mujeres;Población;546;
Fondón;TOTAL;Ambos sexos;Población;1133;
Gádor;De 0 a 15 años;Hombres;Población;296;
Gádor;De 0 a 15 años;Mujeres;Población;234;
Gádor;De 0 a 15 años;Ambos sexos;Población;530;
Gádor;De 16 a 64 años;Hombres;Población;1086;
Gádor;De 16 a 64 años;Mujeres;Población;923;
Gádor;De 16 a 64 años;Ambos sexos;Población;2009;
Gádor;De 65 y más años;Hombres;Población;235;
Gádor;De 65 y más años;Mujeres;Población;300;
Gádor;De 65 y más años;Ambos sexos;Población;535;
Gádor;TOTAL;Hombres;Población;1617;
Gádor;TOTAL;Mujeres;Población;1457;
Gádor;TOTAL;Ambos sexos;Población;3074;
Garrucha;De 0 a 15 años;Hombres;Población;936;
Garrucha;De 0 a 15 años;Mujeres;Población;882;
Garrucha;De 0 a 15 años;Ambos sexos;Población;1818;
Garrucha;De 16 a 64 años;Hombres;Población;3837;
Garrucha;De 16 a 64 años;Mujeres;Población;3377;
Garrucha;De 16 a 64 años;Ambos sexos;Población;7214;
Garrucha;De 65 y más años;Hombres;Población;701;
Garrucha;De 65 y más años;Mujeres;Población;792;
Garrucha;De 65 y más años;Ambos sexos;Población;1493;
Garrucha;TOTAL;Hombres;Población;5474;
Garrucha;TOTAL;Mujeres;Población;5051;
Garrucha;TOTAL;Ambos sexos;Población;10525;
Gérgal;De 0 a 15 años;Hombres;Población;83;
Gérgal;De 0 a 15 años;Mujeres;Población;86;
Gérgal;De 0 a 15 años;Ambos sexos;Población;169;
Gérgal;De 16 a 64 años;Hombres;Población;460;
Gérgal;De 16 a 64 años;Mujeres;Población;316;
Gérgal;De 16 a 64 años;Ambos sexos;Población;776;
Gérgal;De 65 y más años;Hombres;Población;119;
Gérgal;De 65 y más años;Mujeres;Población;132;
Gérgal;De 65 y más años;Ambos sexos;Población;251;
Gérgal;TOTAL;Hombres;Población;662;
Gérgal;TOTAL;Mujeres;Población;534;
Gérgal;TOTAL;Ambos sexos;Población;1196;
Huécija;De 0 a 15 años;Hombres;Población;31;
Huécija;De 0 a 15 años;Mujeres;Población;36;
Huécija;De 0 a 15 años;Ambos sexos;Población;67;
Huécija;De 16 a 64 años;Hombres;Población;173;
Huécija;De 16 a 64 años;Mujeres;Población;171;
Huécija;De 16 a 64 años;Ambos sexos;Población;344;
Huécija;De 65 y más años;Hombres;Población;56;
Huécija;De 65 y más años;Mujeres;Población;69;
Huécija;De 65 y más años;Ambos sexos;Población;125;
Huécija;TOTAL;Hombres;Población;260;
Huécija;TOTAL;Mujeres;Población;276;
Huécija;TOTAL;Ambos sexos;Población;536;
Huércal de Almería;De 0 a 15 años;Hombres;Población;1954;
Huércal de Almería;De 0 a 15 años;Mujeres;Población;1822;
Huércal de Almería;De 0 a 15 años;Ambos sexos;Población;3776;
Huércal de Almería;De 16 a 64 años;Hombres;Población;6762;
Huércal de Almería;De 16 a 64 años;Mujeres;Población;6659;
Huércal de Almería;De 16 a 64 años;Ambos sexos;Población;13421;
Huércal de Almería;De 65 y más años;Hombres;Población;725;
Huércal de Almería;De 65 y más años;Mujeres;Población;776;
Huércal de Almería;De 65 y más años;Ambos sexos;Población;1501;
Huércal de Almería;TOTAL;Hombres;Población;9441;
Huércal de Almería;TOTAL;Mujeres;Población;9257;
Huércal de Almería;TOTAL;Ambos sexos;Población;18698;
Huércal-Overa;De 0 a 15 años;Hombres;Población;1772;
Huércal-Overa;De 0 a 15 años;Mujeres;Población;1665;
Huércal-Overa;De 0 a 15 años;Ambos sexos;Población;3437;
Huércal-Overa;De 16 a 64 años;Hombres;Población;6759;
Huércal-Overa;De 16 a 64 años;Mujeres;Población;6661;
Huércal-Overa;De 16 a 64 años;Ambos sexos;Población;13420;
Huércal-Overa;De 65 y más años;Hombres;Población;1720;
Huércal-Overa;De 65 y más años;Mujeres;Población;1998;
Huércal-Overa;De 65 y más años;Ambos sexos;Población;3718;
Huércal-Overa;TOTAL;Hombres;Población;10251;
Huércal-Overa;TOTAL;Mujeres;Población;10324;
Huércal-Overa;TOTAL;Ambos sexos;Población;20575;
Íllar;De 0 a 15 años;Hombres;Población;20;
Íllar;De 0 a 15 años;Mujeres;Población;27;
Íllar;De 0 a 15 años;Ambos sexos;Población;47;
Íllar;De 16 a 64 años;Hombres;Población;164;
Íllar;De 16 a 64 años;Mujeres;Población;132;
Íllar;De 16 a 64 años;Ambos sexos;Población;296;
Íllar;De 65 y más años;Hombres;Población;58;
Íllar;De 65 y más años;Mujeres;Población;66;
Íllar;De 65 y más años;Ambos sexos;Población;124;
Íllar;TOTAL;Hombres;Población;242;
Íllar;TOTAL;Mujeres;Población;225;
Íllar;TOTAL;Ambos sexos;Población;467;
Instinción;De 0 a 15 años;Hombres;Población;39;
Instinción;De 0 a 15 años;Mujeres;Población;33;
Instinción;De 0 a 15 años;Ambos sexos;Población;72;
Instinción;De 16 a 64 años;Hombres;Población;165;
Instinción;De 16 a 64 años;Mujeres;Población;138;
Instinción;De 16 a 64 años;Ambos sexos;Población;303;
Instinción;De 65 y más años;Hombres;Población;54;
Instinción;De 65 y más años;Mujeres;Población;73;
Instinción;De 65 y más años;Ambos sexos;Población;127;
Instinción;TOTAL;Hombres;Población;258;
Instinción;TOTAL;Mujeres;Población;244;
Instinción;TOTAL;Ambos sexos;Población;502;
La Mojonera;De 0 a 15 años;Hombres;Población;880;
La Mojonera;De 0 a 15 años;Mujeres;Población;892;
La Mojonera;De 0 a 15 años;Ambos sexos;Población;1772;
La Mojonera;De 16 a 64 años;Hombres;Población;3350;
La Mojonera;De 16 a 64 años;Mujeres;Población;2521;
La Mojonera;De 16 a 64 años;Ambos sexos;Población;5871;
La Mojonera;De 65 y más años;Hombres;Población;431;
La Mojonera;De 65 y más años;Mujeres;Población;472;
La Mojonera;De 65 y más años;Ambos sexos;Población;903;
La Mojonera;TOTAL;Hombres;Población;4661;
La Mojonera;TOTAL;Mujeres;Población;3885;
La Mojonera;TOTAL;Ambos sexos;Población;8546;
Laroya;De 0 a 15 años;Hombres;Población;11;
Laroya;De 0 a 15 años;Mujeres;Población;13;
Laroya;De 0 a 15 años;Ambos sexos;Población;24;
Laroya;De 16 a 64 años;Hombres;Población;79;
Laroya;De 16 a 64 años;Mujeres;Población;60;
Laroya;De 16 a 64 años;Ambos sexos;Población;139;
Laroya;De 65 y más años;Hombres;Población;27;
Laroya;De 65 y más años;Mujeres;Población;21;
Laroya;De 65 y más años;Ambos sexos;Población;48;
Laroya;TOTAL;Hombres;Población;117;
Laroya;TOTAL;Mujeres;Población;94;
Laroya;TOTAL;Ambos sexos;Población;211;
Las Tres Villas;De 0 a 15 años;Hombres;Población;27;
Las Tres Villas;De 0 a 15 años;Mujeres;Población;11;
Las Tres Villas;De 0 a 15 años;Ambos sexos;Población;38;
Las Tres Villas;De 16 a 64 años;Hombres;Población;195;
Las Tres Villas;De 16 a 64 años;Mujeres;Población;146;
Las Tres Villas;De 16 a 64 años;Ambos sexos;Población;341;
Las Tres Villas;De 65 y más años;Hombres;Población;95;
Las Tres Villas;De 65 y más años;Mujeres;Población;101;
Las Tres Villas;De 65 y más años;Ambos sexos;Población;196;
Las Tres Villas;TOTAL;Hombres;Población;317;
Las Tres Villas;TOTAL;Mujeres;Población;258;
Las Tres Villas;TOTAL;Ambos sexos;Población;575;
Laujar de Andarax;De 0 a 15 años;Hombres;Población;131;
Laujar de Andarax;De 0 a 15 años;Mujeres;Población;98;
Laujar de Andarax;De 0 a 15 años;Ambos sexos;Población;229;
Laujar de Andarax;De 16 a 64 años;Hombres;Población;532;
Laujar de Andarax;De 16 a 64 años;Mujeres;Población;500;
Laujar de Andarax;De 16 a 64 años;Ambos sexos;Población;1032;
Laujar de Andarax;De 65 y más años;Hombres;Población;177;
Laujar de Andarax;De 65 y más años;Mujeres;Población;217;
Laujar de Andarax;De 65 y más años;Ambos sexos;Población;394;
Laujar de Andarax;TOTAL;Hombres;Población;840;
Laujar de Andarax;TOTAL;Mujeres;Población;815;
Laujar de Andarax;TOTAL;Ambos sexos;Población;1655;
Líjar;De 0 a 15 años;Hombres;Población;17;
Líjar;De 0 a 15 años;Mujeres;Población;16;
Líjar;De 0 a 15 años;Ambos sexos;Población;33;
Líjar;De 16 a 64 años;Hombres;Población;130;
Líjar;De 16 a 64 años;Mujeres;Población;103;
Líjar;De 16 a 64 años;Ambos sexos;Población;233;
Líjar;De 65 y más años;Hombres;Población;63;
Líjar;De 65 y más años;Mujeres;Población;66;
Líjar;De 65 y más años;Ambos sexos;Población;129;
Líjar;TOTAL;Hombres;Población;210;
Líjar;TOTAL;Mujeres;Población;185;
Líjar;TOTAL;Ambos sexos;Población;395;
Los Gallardos;De 0 a 15 años;Hombres;Población;202;
Los Gallardos;De 0 a 15 años;Mujeres;Población;207;
Los Gallardos;De 0 a 15 años;Ambos sexos;Población;409;
Los Gallardos;De 16 a 64 años;Hombres;Población;854;
Los Gallardos;De 16 a 64 años;Mujeres;Población;834;
Los Gallardos;De 16 a 64 años;Ambos sexos;Población;1688;
Los Gallardos;De 65 y más años;Hombres;Población;486;
Los Gallardos;De 65 y más años;Mujeres;Población;495;
Los Gallardos;De 65 y más años;Ambos sexos;Población;981;
Los Gallardos;TOTAL;Hombres;Población;1542;
Los Gallardos;TOTAL;Mujeres;Población;1536;
Los Gallardos;TOTAL;Ambos sexos;Población;3078;
Lubrín;De 0 a 15 años;Hombres;Población;65;
Lubrín;De 0 a 15 años;Mujeres;Población;60;
Lubrín;De 0 a 15 años;Ambos sexos;Población;125;
Lubrín;De 16 a 64 años;Hombres;Población;436;
Lubrín;De 16 a 64 años;Mujeres;Población;353;
Lubrín;De 16 a 64 años;Ambos sexos;Población;789;
Lubrín;De 65 y más años;Hombres;Población;236;
Lubrín;De 65 y más años;Mujeres;Población;303;
Lubrín;De 65 y más años;Ambos sexos;Población;539;
Lubrín;TOTAL;Hombres;Población;737;
Lubrín;TOTAL;Mujeres;Población;716;
Lubrín;TOTAL;Ambos sexos;Población;1453;
Lucainena de las Torres;De 0 a 15 años;Hombres;Población;46;
Lucainena de las Torres;De 0 a 15 años;Mujeres;Población;64;
Lucainena de las Torres;De 0 a 15 años;Ambos sexos;Población;110;
Lucainena de las Torres;De 16 a 64 años;Hombres;Población;246;
Lucainena de las Torres;De 16 a 64 años;Mujeres;Población;207;
Lucainena de las Torres;De 16 a 64 años;Ambos sexos;Población;453;
Lucainena de las Torres;De 65 y más años;Hombres;Población;82;
Lucainena de las Torres;De 65 y más años;Mujeres;Población;83;
Lucainena de las Torres;De 65 y más años;Ambos sexos;Población;165;
Lucainena de las Torres;TOTAL;Hombres;Población;374;
Lucainena de las Torres;TOTAL;Mujeres;Población;354;
Lucainena de las Torres;TOTAL;Ambos sexos;Población;728;
Lúcar;De 0 a 15 años;Hombres;Población;39;
Lúcar;De 0 a 15 años;Mujeres;Población;63;
Lúcar;De 0 a 15 años;Ambos sexos;Población;102;
Lúcar;De 16 a 64 años;Hombres;Población;261;
Lúcar;De 16 a 64 años;Mujeres;Población;243;
Lúcar;De 16 a 64 años;Ambos sexos;Población;504;
Lúcar;De 65 y más años;Hombres;Población;114;
Lúcar;De 65 y más años;Mujeres;Población;108;
Lúcar;De 65 y más años;Ambos sexos;Población;222;
Lúcar;TOTAL;Hombres;Población;414;
Lúcar;TOTAL;Mujeres;Población;414;
Lúcar;TOTAL;Ambos sexos;Población;828;
Macael;De 0 a 15 años;Hombres;Población;417;
Macael;De 0 a 15 años;Mujeres;Población;358;
Macael;De 0 a 15 años;Ambos sexos;Población;775;
Macael;De 16 a 64 años;Hombres;Población;1892;
Macael;De 16 a 64 años;Mujeres;Población;1721;
Macael;De 16 a 64 años;Ambos sexos;Población;3613;
Macael;De 65 y más años;Hombres;Población;482;
Macael;De 65 y más años;Mujeres;Población;608;
Macael;De 65 y más años;Ambos sexos;Población;1090;
Macael;TOTAL;Hombres;Población;2791;
Macael;TOTAL;Mujeres;Población;2687;
Macael;TOTAL;Ambos sexos;Población;5478;
María;De 0 a 15 años;Hombres;Población;55;
María;De 0 a 15 años;Mujeres;Población;52;
María;De 0 a 15 años;Ambos sexos;Población;107;
María;De 16 a 64 años;Hombres;Población;386;
María;De 16 a 64 años;Mujeres;Población;330;
María;De 16 a 64 años;Ambos sexos;Población;716;
María;De 65 y más años;Hombres;Población;175;
María;De 65 y más años;Mujeres;Población;200;
María;De 65 y más años;Ambos sexos;Población;375;
María;TOTAL;Hombres;Población;616;
María;TOTAL;Mujeres;Población;582;
María;TOTAL;Ambos sexos;Población;1198;
Mojácar;De 0 a 15 años;Hombres;Población;403;
Mojácar;De 0 a 15 años;Mujeres;Población;398;
Mojácar;De 0 a 15 años;Ambos sexos;Población;801;
Mojácar;De 16 a 64 años;Hombres;Población;2130;
Mojácar;De 16 a 64 años;Mujeres;Población;2280;
Mojácar;De 16 a 64 años;Ambos sexos;Población;4410;
Mojácar;De 65 y más años;Hombres;Población;1124;
Mojácar;De 65 y más años;Mujeres;Población;1120;
Mojácar;De 65 y más años;Ambos sexos;Población;2244;
Mojácar;TOTAL;Hombres;Población;3657;
Mojácar;TOTAL;Mujeres;Población;3798;
Mojácar;TOTAL;Ambos sexos;Población;7455;
Nacimiento;De 0 a 15 años;Hombres;Población;31;
Nacimiento;De 0 a 15 años;Mujeres;Población;26;
Nacimiento;De 0 a 15 años;Ambos sexos;Población;57;
Nacimiento;De 16 a 64 años;Hombres;Población;176;
Nacimiento;De 16 a 64 años;Mujeres;Población;149;
Nacimiento;De 16 a 64 años;Ambos sexos;Población;325;
Nacimiento;De 65 y más años;Hombres;Población;59;
Nacimiento;De 65 y más años;Mujeres;Población;63;
Nacimiento;De 65 y más años;Ambos sexos;Población;122;
Nacimiento;TOTAL;Hombres;Población;266;
Nacimiento;TOTAL;Mujeres;Población;238;
Nacimiento;TOTAL;Ambos sexos;Población;504;
Níjar;De 0 a 15 años;Hombres;Población;3720;
Níjar;De 0 a 15 años;Mujeres;Población;3174;
Níjar;De 0 a 15 años;Ambos sexos;Población;6894;
Níjar;De 16 a 64 años;Hombres;Población;13660;
Níjar;De 16 a 64 años;Mujeres;Población;9324;
Níjar;De 16 a 64 años;Ambos sexos;Población;22984;
Níjar;De 65 y más años;Hombres;Población;1711;
Níjar;De 65 y más años;Mujeres;Población;1759;
Níjar;De 65 y más años;Ambos sexos;Población;3470;
Níjar;TOTAL;Hombres;Población;19091;
Níjar;TOTAL;Mujeres;Población;14257;
Níjar;TOTAL;Ambos sexos;Población;33348;
Ohanes;De 0 a 15 años;Hombres;Población;14;
Ohanes;De 0 a 15 años;Mujeres;Población;19;
Ohanes;De 0 a 15 años;Ambos sexos;Población;33;
Ohanes;De 16 a 64 años;Hombres;Población;185;
Ohanes;De 16 a 64 años;Mujeres;Población;144;
Ohanes;De 16 a 64 años;Ambos sexos;Población;329;
Ohanes;De 65 y más años;Hombres;Población;85;
Ohanes;De 65 y más años;Mujeres;Población;102;
Ohanes;De 65 y más años;Ambos sexos;Población;187;
Ohanes;TOTAL;Hombres;Población;284;
Ohanes;TOTAL;Mujeres;Población;265;
Ohanes;TOTAL;Ambos sexos;Población;549;
Olula de Castro;De 0 a 15 años;Hombres;Población;1;
Olula de Castro;De 0 a 15 años;Mujeres;Población;4;
Olula de Castro;De 0 a 15 años;Ambos sexos;Población;5;
Olula de Castro;De 16 a 64 años;Hombres;Población;67;
Olula de Castro;De 16 a 64 años;Mujeres;Población;50;
Olula de Castro;De 16 a 64 años;Ambos sexos;Población;117;
Olula de Castro;De 65 y más años;Hombres;Población;34;
Olula de Castro;De 65 y más años;Mujeres;Población;26;
Olula de Castro;De 65 y más años;Ambos sexos;Población;60;
Olula de Castro;TOTAL;Hombres;Población;102;
Olula de Castro;TOTAL;Mujeres;Población;80;
Olula de Castro;TOTAL;Ambos sexos;Población;182;
Olula del Río;De 0 a 15 años;Hombres;Población;524;
Olula del Río;De 0 a 15 años;Mujeres;Población;433;
Olula del Río;De 0 a 15 años;Ambos sexos;Población;957;
Olula del Río;De 16 a 64 años;Hombres;Población;2294;
Olula del Río;De 16 a 64 años;Mujeres;Población;2088;
Olula del Río;De 16 a 64 años;Ambos sexos;Población;4382;
Olula del Río;De 65 y más años;Hombres;Población;482;
Olula del Río;De 65 y más años;Mujeres;Población;608;
Olula del Río;De 65 y más años;Ambos sexos;Población;1090;
Olula del Río;TOTAL;Hombres;Población;3300;
Olula del Río;TOTAL;Mujeres;Población;3129;
Olula del Río;TOTAL;Ambos sexos;Población;6429;
Oria;De 0 a 15 años;Hombres;Población;97;
Oria;De 0 a 15 años;Mujeres;Población;78;
Oria;De 0 a 15 años;Ambos sexos;Población;175;
Oria;De 16 a 64 años;Hombres;Población;682;
Oria;De 16 a 64 años;Mujeres;Población;587;
Oria;De 16 a 64 años;Ambos sexos;Población;1269;
Oria;De 65 y más años;Hombres;Población;389;
Oria;De 65 y más años;Mujeres;Población;400;
Oria;De 65 y más años;Ambos sexos;Población;789;
Oria;TOTAL;Hombres;Población;1168;
Oria;TOTAL;Mujeres;Población;1065;
Oria;TOTAL;Ambos sexos;Población;2233;
Padules;De 0 a 15 años;Hombres;Población;22;
Padules;De 0 a 15 años;Mujeres;Población;10;
Padules;De 0 a 15 años;Ambos sexos;Población;32;
Padules;De 16 a 64 años;Hombres;Población;142;
Padules;De 16 a 64 años;Mujeres;Población;102;
Padules;De 16 a 64 años;Ambos sexos;Población;244;
Padules;De 65 y más años;Hombres;Población;74;
Padules;De 65 y más años;Mujeres;Población;89;
Padules;De 65 y más años;Ambos sexos;Población;163;
Padules;TOTAL;Hombres;Población;238;
Padules;TOTAL;Mujeres;Población;201;
Padules;TOTAL;Ambos sexos;Población;439;
Partaloa;De 0 a 15 años;Hombres;Población;23;
Partaloa;De 0 a 15 años;Mujeres;Población;15;
Partaloa;De 0 a 15 años;Ambos sexos;Población;38;
Partaloa;De 16 a 64 años;Hombres;Población;228;
Partaloa;De 16 a 64 años;Mujeres;Población;232;
Partaloa;De 16 a 64 años;Ambos sexos;Población;460;
Partaloa;De 65 y más años;Hombres;Población;187;
Partaloa;De 65 y más años;Mujeres;Población;204;
Partaloa;De 65 y más años;Ambos sexos;Población;391;
Partaloa;TOTAL;Hombres;Población;438;
Partaloa;TOTAL;Mujeres;Población;451;
Partaloa;TOTAL;Ambos sexos;Población;889;
Paterna del Río;De 0 a 15 años;Hombres;Población;13;
Paterna del Río;De 0 a 15 años;Mujeres;Población;16;
Paterna del Río;De 0 a 15 años;Ambos sexos;Población;29;
Paterna del Río;De 16 a 64 años;Hombres;Población;146;
Paterna del Río;De 16 a 64 años;Mujeres;Población;111;
Paterna del Río;De 16 a 64 años;Ambos sexos;Población;257;
Paterna del Río;De 65 y más años;Hombres;Población;60;
Paterna del Río;De 65 y más años;Mujeres;Población;50;
