Territorio;Medida;Valor;
Cabra;Superficie construida media (m2);125;
Cabra;Nº de bienes inmuebles;99;
Cañete de las Torres;Renta media (€/m2 mes);*;
Cañete de las Torres;Cuantía media arrendamiento (€/mes);*;
Cañete de las Torres;Superficie construida media (m2);*;
Cañete de las Torres;Nº de bienes inmuebles;5;
Carcabuey;Renta media (€/m2 mes);1,705797101;
Carcabuey;Cuantía media arrendamiento (€/mes);250,343406593;
Carcabuey;Superficie construida media (m2);183,5;
Carcabuey;Nº de bienes inmuebles;10;
Cardeña;Renta media (€/m2 mes);*;
Cardeña;Cuantía media arrendamiento (€/mes);*;
Cardeña;Superficie construida media (m2);*;
Cardeña;Nº de bienes inmuebles;1;
Castro del Río;Renta media (€/m2 mes);2,234330484;
Castro del Río;Cuantía media arrendamiento (€/mes);280;
Castro del Río;Superficie construida media (m2);174,5;
Castro del Río;Nº de bienes inmuebles;28;
Córdoba (capital);Renta media (€/m2 mes);4,800460632;
Córdoba (capital);Cuantía media arrendamiento (€/mes);569,333333333;
Córdoba (capital);Superficie construida media (m2);185;
Córdoba (capital);Nº de bienes inmuebles;767;
Doña Mencía;Renta media (€/m2 mes);2,990587139;
Doña Mencía;Cuantía media arrendamiento (€/mes);325;
Doña Mencía;Superficie construida media (m2);121;
Doña Mencía;Nº de bienes inmuebles;19;
Dos Torres;Renta media (€/m2 mes);*;
Dos Torres;Cuantía media arrendamiento (€/mes);*;
Dos Torres;Superficie construida media (m2);*;
Dos Torres;Nº de bienes inmuebles;6;
El Carpio;Renta media (€/m2 mes);3,177860697;
El Carpio;Cuantía media arrendamiento (€/mes);380;
El Carpio;Superficie construida media (m2);158;
El Carpio;Nº de bienes inmuebles;23;
El Guijo;Renta media (€/m2 mes);*;
El Guijo;Cuantía media arrendamiento (€/mes);*;
El Guijo;Superficie construida media (m2);*;
El Guijo;Nº de bienes inmuebles;1;
El Viso;Renta media (€/m2 mes);2,158273381;
El Viso;Cuantía media arrendamiento (€/mes);248,863636364;
El Viso;Superficie construida media (m2);180;
El Viso;Nº de bienes inmuebles;11;
Encinas Reales;Renta media (€/m2 mes);*;
Encinas Reales;Cuantía media arrendamiento (€/mes);*;
Encinas Reales;Superficie construida media (m2);*;
Encinas Reales;Nº de bienes inmuebles;5;
Espejo;Renta media (€/m2 mes);*;
Espejo;Cuantía media arrendamiento (€/mes);*;
Espejo;Superficie construida media (m2);*;
Espejo;Nº de bienes inmuebles;7;
Espiel;Renta media (€/m2 mes);3,481012658;
Espiel;Cuantía media arrendamiento (€/mes);275;
Espiel;Superficie construida media (m2);90;
Espiel;Nº de bienes inmuebles;15;
Fernán-Núñez;Renta media (€/m2 mes);1,957953394;
Fernán-Núñez;Cuantía media arrendamiento (€/mes);301,25;
Fernán-Núñez;Superficie construida media (m2);191,5;
Fernán-Núñez;Nº de bienes inmuebles;20;
Fuente Carreteros;Renta media (€/m2 mes);*;
Fuente Carreteros;Cuantía media arrendamiento (€/mes);*;
Fuente Carreteros;Superficie construida media (m2);*;
Fuente Carreteros;Nº de bienes inmuebles;1;
Fuente la Lancha;Renta media (€/m2 mes);*;
Fuente la Lancha;Cuantía media arrendamiento (€/mes);*;
Fuente la Lancha;Superficie construida media (m2);*;
Fuente la Lancha;Nº de bienes inmuebles;1;
Fuente Obejuna;Renta media (€/m2 mes);2,884615385;
Fuente Obejuna;Cuantía media arrendamiento (€/mes);300;
Fuente Obejuna;Superficie construida media (m2);133;
Fuente Obejuna;Nº de bienes inmuebles;13;
Fuente Palmera;Renta media (€/m2 mes);2,768292962;
Fuente Palmera;Cuantía media arrendamiento (€/mes);300;
Fuente Palmera;Superficie construida media (m2);137;
Fuente Palmera;Nº de bienes inmuebles;88;
Fuente-Tójar;Renta media (€/m2 mes);*;
Fuente-Tójar;Cuantía media arrendamiento (€/mes);*;
Fuente-Tójar;Superficie construida media (m2);*;
Fuente-Tójar;Nº de bienes inmuebles;2;
Guadalcázar;Renta media (€/m2 mes);2,941176471;
Guadalcázar;Cuantía media arrendamiento (€/mes);342,824171271;
Guadalcázar;Superficie construida media (m2);121,5;
Guadalcázar;Nº de bienes inmuebles;18;
Hinojosa del Duque;Renta media (€/m2 mes);2,178459268;
Hinojosa del Duque;Cuantía media arrendamiento (€/mes);228,333333333;
Hinojosa del Duque;Superficie construida media (m2);161,5;
Hinojosa del Duque;Nº de bienes inmuebles;10;
Hornachuelos;Renta media (€/m2 mes);2,631578947;
Hornachuelos;Cuantía media arrendamiento (€/mes);308,473274064;
Hornachuelos;Superficie construida media (m2);164;
Hornachuelos;Nº de bienes inmuebles;17;
Iznájar;Renta media (€/m2 mes);*;
Iznájar;Cuantía media arrendamiento (€/mes);*;
Iznájar;Superficie construida media (m2);*;
Iznájar;Nº de bienes inmuebles;7;
La Carlota;Renta media (€/m2 mes);3,138480743;
La Carlota;Cuantía media arrendamiento (€/mes);352,736194278;
La Carlota;Superficie construida media (m2);125,5;
La Carlota;Nº de bienes inmuebles;86;
La Granjuela;Renta media (€/m2 mes);*;
La Granjuela;Cuantía media arrendamiento (€/mes);*;
La Granjuela;Superficie construida media (m2);*;
La Granjuela;Nº de bienes inmuebles;1;
La Guijarrosa;Renta media (€/m2 mes);*;
La Guijarrosa;Cuantía media arrendamiento (€/mes);*;
La Guijarrosa;Superficie construida media (m2);*;
La Guijarrosa;Nº de bienes inmuebles;8;
La Rambla;Renta media (€/m2 mes);2,7199721;
La Rambla;Cuantía media arrendamiento (€/mes);302,317116958;
La Rambla;Superficie construida media (m2);138;
La Rambla;Nº de bienes inmuebles;12;
La Victoria;Renta media (€/m2 mes);3,125;
La Victoria;Cuantía media arrendamiento (€/mes);380;
La Victoria;Superficie construida media (m2);143;
La Victoria;Nº de bienes inmuebles;23;
Los Blázquez;Renta media (€/m2 mes);*;
Los Blázquez;Cuantía media arrendamiento (€/mes);*;
Los Blázquez;Superficie construida media (m2);*;
Los Blázquez;Nº de bienes inmuebles;1;
Lucena;Renta media (€/m2 mes);3,132548309;
Lucena;Cuantía media arrendamiento (€/mes);380,849673203;
Lucena;Superficie construida media (m2);154,5;
Lucena;Nº de bienes inmuebles;120;
Luque;Renta media (€/m2 mes);*;
Luque;Cuantía media arrendamiento (€/mes);*;
Luque;Superficie construida media (m2);*;
Luque;Nº de bienes inmuebles;3;
Montalbán de Córdoba;Renta media (€/m2 mes);*;
Montalbán de Córdoba;Cuantía media arrendamiento (€/mes);*;
Montalbán de Córdoba;Superficie construida media (m2);*;
Montalbán de Córdoba;Nº de bienes inmuebles;4;
Montemayor;Renta media (€/m2 mes);3,018867925;
Montemayor;Cuantía media arrendamiento (€/mes);300;
Montemayor;Superficie construida media (m2);126;
Montemayor;Nº de bienes inmuebles;11;
Montilla;Renta media (€/m2 mes);2,892561983;
Montilla;Cuantía media arrendamiento (€/mes);400;
Montilla;Superficie construida media (m2);168,5;
Montilla;Nº de bienes inmuebles;44;
Montoro;Renta media (€/m2 mes);2,807655039;
Montoro;Cuantía media arrendamiento (€/mes);300;
Montoro;Superficie construida media (m2);134;
Montoro;Nº de bienes inmuebles;26;
Monturque;Renta media (€/m2 mes);*;
Monturque;Cuantía media arrendamiento (€/mes);*;
Monturque;Superficie construida media (m2);*;
Monturque;Nº de bienes inmuebles;2;
Moriles;Renta media (€/m2 mes);1,685393258;
Moriles;Cuantía media arrendamiento (€/mes);250;
Moriles;Superficie construida media (m2);154;
Moriles;Nº de bienes inmuebles;13;
Nueva Carteya;Renta media (€/m2 mes);*;
Nueva Carteya;Cuantía media arrendamiento (€/mes);*;
Nueva Carteya;Superficie construida media (m2);*;
Nueva Carteya;Nº de bienes inmuebles;8;
Obejo;Renta media (€/m2 mes);4,927173913;
Obejo;Cuantía media arrendamiento (€/mes);493,333333333;
Obejo;Superficie construida media (m2);95;
Obejo;Nº de bienes inmuebles;35;
Palenciana;Renta media (€/m2 mes);*;
Palenciana;Cuantía media arrendamiento (€/mes);*;
Palenciana;Superficie construida media (m2);*;
Palenciana;Nº de bienes inmuebles;2;
Palma del Río;Renta media (€/m2 mes);3,413729128;
Palma del Río;Cuantía media arrendamiento (€/mes);386,433566434;
Palma del Río;Superficie construida media (m2);116;
Palma del Río;Nº de bienes inmuebles;40;
Pedro Abad;Renta media (€/m2 mes);3,473684211;
Pedro Abad;Cuantía media arrendamiento (€/mes);300,010001;
Pedro Abad;Superficie construida media (m2);106;
Pedro Abad;Nº de bienes inmuebles;19;
Pedroche;Renta media (€/m2 mes);*;
Pedroche;Cuantía media arrendamiento (€/mes);*;
Pedroche;Superficie construida media (m2);*;
Pedroche;Nº de bienes inmuebles;3;
Peñarroya-Pueblonuevo;Renta media (€/m2 mes);3,157939608;
Peñarroya-Pueblonuevo;Cuantía media arrendamiento (€/mes);300;
Peñarroya-Pueblonuevo;Superficie construida media (m2);127,5;
Peñarroya-Pueblonuevo;Nº de bienes inmuebles;56;
Posadas;Renta media (€/m2 mes);2,941176471;
Posadas;Cuantía media arrendamiento (€/mes);325;
Posadas;Superficie construida media (m2);120;
Posadas;Nº de bienes inmuebles;53;
Pozoblanco;Renta media (€/m2 mes);3,235630499;
Pozoblanco;Cuantía media arrendamiento (€/mes);300,082236842;
Pozoblanco;Superficie construida media (m2);137;
Pozoblanco;Nº de bienes inmuebles;42;
Priego de Córdoba;Renta media (€/m2 mes);2,606323021;
Priego de Córdoba;Cuantía media arrendamiento (€/mes);300;
Priego de Córdoba;Superficie construida media (m2);140,5;
Priego de Córdoba;Nº de bienes inmuebles;52;
Puente Genil;Renta media (€/m2 mes);3,573155962;
Puente Genil;Cuantía media arrendamiento (€/mes);387,916666667;
Puente Genil;Superficie construida media (m2);132,5;
Puente Genil;Nº de bienes inmuebles;80;
Rute;Renta media (€/m2 mes);2,807541296;
Rute;Cuantía media arrendamiento (€/mes);350;
Rute;Superficie construida media (m2);141;
Rute;Nº de bienes inmuebles;30;
San Sebastián de los Ballesteros;Renta media (€/m2 mes);*;
San Sebastián de los Ballesteros;Cuantía media arrendamiento (€/mes);*;
San Sebastián de los Ballesteros;Superficie construida media (m2);*;
San Sebastián de los Ballesteros;Nº de bienes inmuebles;2;
Santa Eufemia;Renta media (€/m2 mes);*;
Santa Eufemia;Cuantía media arrendamiento (€/mes);*;
Santa Eufemia;Superficie construida media (m2);*;
Santa Eufemia;Nº de bienes inmuebles;2;
Santaella;Renta media (€/m2 mes);2,519366086;
Santaella;Cuantía media arrendamiento (€/mes);300;
Santaella;Superficie construida media (m2);137;
Santaella;Nº de bienes inmuebles;17;
Torrecampo;Renta media (€/m2 mes);*;
Torrecampo;Cuantía media arrendamiento (€/mes);*;
Torrecampo;Superficie construida media (m2);*;
Torrecampo;Nº de bienes inmuebles;4;
Valenzuela;Renta media (€/m2 mes);*;
Valenzuela;Cuantía media arrendamiento (€/mes);*;
Valenzuela;Superficie construida media (m2);*;
Valenzuela;Nº de bienes inmuebles;3;
Valsequillo;Renta media (€/m2 mes);*;
Valsequillo;Cuantía media arrendamiento (€/mes);*;
Valsequillo;Superficie construida media (m2);*;
Valsequillo;Nº de bienes inmuebles;4;
Villa del Río;Renta media (€/m2 mes);3,211009174;
Villa del Río;Cuantía media arrendamiento (€/mes);348,228193146;
Villa del Río;Superficie construida media (m2);109;
Villa del Río;Nº de bienes inmuebles;17;
Villafranca de Córdoba;Renta media (€/m2 mes);3,419117647;
Villafranca de Córdoba;Cuantía media arrendamiento (€/mes);400;
Villafranca de Córdoba;Superficie construida media (m2);142;
Villafranca de Córdoba;Nº de bienes inmuebles;37;
Villaharta;Renta media (€/m2 mes);3,044924886;
Villaharta;Cuantía media arrendamiento (€/mes);299,240654206;
Villaharta;Superficie construida media (m2);123;
Villaharta;Nº de bienes inmuebles;12;
Villanueva de Córdoba;Renta media (€/m2 mes);1,750480654;
Villanueva de Córdoba;Cuantía media arrendamiento (€/mes);207;
Villanueva de Córdoba;Superficie construida media (m2);168,5;
Villanueva de Córdoba;Nº de bienes inmuebles;26;
Villanueva del Duque;Renta media (€/m2 mes);*;
Villanueva del Duque;Cuantía media arrendamiento (€/mes);*;
Villanueva del Duque;Superficie construida media (m2);*;
Villanueva del Duque;Nº de bienes inmuebles;7;
Villanueva del Rey;Renta media (€/m2 mes);*;
Villanueva del Rey;Cuantía media arrendamiento (€/mes);*;
Villanueva del Rey;Superficie construida media (m2);*;
Villanueva del Rey;Nº de bienes inmuebles;5;
Villaralto;Renta media (€/m2 mes);*;
Villaralto;Cuantía media arrendamiento (€/mes);*;
Villaralto;Superficie construida media (m2);*;
Villaralto;Nº de bienes inmuebles;5;
Villaviciosa de Córdoba;Renta media (€/m2 mes);2,325581395;
Villaviciosa de Córdoba;Cuantía media arrendamiento (€/mes);253,472222222;
Villaviciosa de Córdoba;Superficie construida media (m2);188;
Villaviciosa de Córdoba;Nº de bienes inmuebles;11;
Zuheros;Renta media (€/m2 mes);*;
Zuheros;Cuantía media arrendamiento (€/mes);*;
Zuheros;Superficie construida media (m2);*;
Zuheros;Nº de bienes inmuebles;2;
Granada;Renta media (€/m2 mes);4,046242775;
Granada;Cuantía media arrendamiento (€/mes);462,5;
Granada;Superficie construida media (m2);169;
Granada;Nº de bienes inmuebles;5883;
Agrón;Renta media (€/m2 mes);*;
Agrón;Cuantía media arrendamiento (€/mes);*;
Agrón;Superficie construida media (m2);*;
Agrón;Nº de bienes inmuebles;2;
Albolote;Renta media (€/m2 mes);4,802616988;
Albolote;Cuantía media arrendamiento (€/mes);551,510989011;
Albolote;Superficie construida media (m2);180;
Albolote;Nº de bienes inmuebles;127;
Albondón;Renta media (€/m2 mes);*;
Albondón;Cuantía media arrendamiento (€/mes);*;
Albondón;Superficie construida media (m2);*;
Albondón;Nº de bienes inmuebles;5;
Albuñol;Renta media (€/m2 mes);3,070175439;
Albuñol;Cuantía media arrendamiento (€/mes);350;
Albuñol;Superficie construida media (m2);129;
Albuñol;Nº de bienes inmuebles;29;
Albuñuelas;Renta media (€/m2 mes);*;
Albuñuelas;Cuantía media arrendamiento (€/mes);*;
Albuñuelas;Superficie construida media (m2);*;
Albuñuelas;Nº de bienes inmuebles;5;
Aldeire;Renta media (€/m2 mes);*;
Aldeire;Cuantía media arrendamiento (€/mes);*;
Aldeire;Superficie construida media (m2);*;
Aldeire;Nº de bienes inmuebles;5;
Alfacar;Renta media (€/m2 mes);3,207961611;
Alfacar;Cuantía media arrendamiento (€/mes);400;
Alfacar;Superficie construida media (m2);172;
Alfacar;Nº de bienes inmuebles;122;
Algarinejo;Renta media (€/m2 mes);*;
Algarinejo;Cuantía media arrendamiento (€/mes);*;
Algarinejo;Superficie construida media (m2);*;
Algarinejo;Nº de bienes inmuebles;3;
Alhama de Granada;Renta media (€/m2 mes);3,191489362;
Alhama de Granada;Cuantía media arrendamiento (€/mes);300;
Alhama de Granada;Superficie construida media (m2);166;
Alhama de Granada;Nº de bienes inmuebles;22;
Alhendín;Renta media (€/m2 mes);4,237288136;
Alhendín;Cuantía media arrendamiento (€/mes);500;
Alhendín;Superficie construida media (m2);178,5;
Alhendín;Nº de bienes inmuebles;122;
Almegíjar;Renta media (€/m2 mes);*;
Almegíjar;Cuantía media arrendamiento (€/mes);*;
Almegíjar;Superficie construida media (m2);*;
Almegíjar;Nº de bienes inmuebles;3;
Almuñécar;Renta media (€/m2 mes);5,925925926;
Almuñécar;Cuantía media arrendamiento (€/mes);655;
Almuñécar;Superficie construida media (m2);145;
Almuñécar;Nº de bienes inmuebles;159;
Alpujarra de la Sierra;Renta media (€/m2 mes);*;
Alpujarra de la Sierra;Cuantía media arrendamiento (€/mes);*;
Alpujarra de la Sierra;Superficie construida media (m2);*;
Alpujarra de la Sierra;Nº de bienes inmuebles;4;
Arenas del Rey;Renta media (€/m2 mes);*;
Arenas del Rey;Cuantía media arrendamiento (€/mes);*;
Arenas del Rey;Superficie construida media (m2);*;
Arenas del Rey;Nº de bienes inmuebles;1;
Armilla;Renta media (€/m2 mes);5,203815261;
Armilla;Cuantía media arrendamiento (€/mes);622,0975;
Armilla;Superficie construida media (m2);185;
Armilla;Nº de bienes inmuebles;353;
Atarfe;Renta media (€/m2 mes);3,714351852;
Atarfe;Cuantía media arrendamiento (€/mes);450;
Atarfe;Superficie construida media (m2);181;
Atarfe;Nº de bienes inmuebles;139;
Baza;Renta media (€/m2 mes);2,739726027;
Baza;Cuantía media arrendamiento (€/mes);350;
Baza;Superficie construida media (m2);163;
Baza;Nº de bienes inmuebles;142;
Beas de Granada;Renta media (€/m2 mes);2,993801923;
Beas de Granada;Cuantía media arrendamiento (€/mes);400,698602794;
Beas de Granada;Superficie construida media (m2);270;
Beas de Granada;Nº de bienes inmuebles;13;
Benalúa;Renta media (€/m2 mes);*;
Benalúa;Cuantía media arrendamiento (€/mes);*;
Benalúa;Superficie construida media (m2);*;
Benalúa;Nº de bienes inmuebles;6;
Benalúa de las Villas;Renta media (€/m2 mes);*;
Benalúa de las Villas;Cuantía media arrendamiento (€/mes);*;
Benalúa de las Villas;Superficie construida media (m2);*;
Benalúa de las Villas;Nº de bienes inmuebles;3;
Benamaurel;Renta media (€/m2 mes);*;
Benamaurel;Cuantía media arrendamiento (€/mes);*;
Benamaurel;Superficie construida media (m2);*;
Benamaurel;Nº de bienes inmuebles;5;
Bérchules;Renta media (€/m2 mes);*;
Bérchules;Cuantía media arrendamiento (€/mes);*;
Bérchules;Superficie construida media (m2);*;
Bérchules;Nº de bienes inmuebles;1;
Bubión;Renta media (€/m2 mes);*;
Bubión;Cuantía media arrendamiento (€/mes);*;
Bubión;Superficie construida media (m2);*;
Bubión;Nº de bienes inmuebles;4;
Busquístar;Renta media (€/m2 mes);*;
Busquístar;Cuantía media arrendamiento (€/mes);*;
Busquístar;Superficie construida media (m2);*;
Busquístar;Nº de bienes inmuebles;4;
Cacín;Renta media (€/m2 mes);*;
Cacín;Cuantía media arrendamiento (€/mes);*;
Cacín;Superficie construida media (m2);*;
Cacín;Nº de bienes inmuebles;2;
Cádiar;Renta media (€/m2 mes);*;
Cádiar;Cuantía media arrendamiento (€/mes);*;
