Territorio;Sexo;Medida;Valor;
E. singular El Cerezo;Ambos sexos;Población;112;
E. singular El Cerezo;Hombres;Población;55;
E. singular El Cerezo;Mujeres;Población;57;
Núcleo Arroyo Venancia;Ambos sexos;Población;8;
Núcleo Arroyo Venancia;Hombres;Población;4;
Núcleo Arroyo Venancia;Mujeres;Población;4;
Núcleo El Cerezo;Ambos sexos;Población;81;
Núcleo El Cerezo;Hombres;Población;36;
Núcleo El Cerezo;Mujeres;Población;45;
Núcleo Los Cañuelos;Ambos sexos;Población;12;
Núcleo Los Cañuelos;Hombres;Población;7;
Núcleo Los Cañuelos;Mujeres;Población;5;
Diseminado de El Cerezo;Ambos sexos;Población;11;
Diseminado de El Cerezo;Hombres;Población;8;
Diseminado de El Cerezo;Mujeres;Población;3;
E. singular El Parralejo;Ambos sexos;Población;21;
E. singular El Parralejo;Hombres;Población;13;
E. singular El Parralejo;Mujeres;Población;8;
Diseminado de El Parralejo;Ambos sexos;Población;21;
Diseminado de El Parralejo;Hombres;Población;13;
Diseminado de El Parralejo;Mujeres;Población;8;
E. singular El Patronato;Ambos sexos;Población;33;
E. singular El Patronato;Hombres;Población;18;
E. singular El Patronato;Mujeres;Población;15;
Núcleo Don Domingo;Ambos sexos;Población;16;
Núcleo Don Domingo;Hombres;Población;10;
Núcleo Don Domingo;Mujeres;Población;6;
Núcleo El Patronato;Ambos sexos;Población;17;
Núcleo El Patronato;Hombres;Población;8;
Núcleo El Patronato;Mujeres;Población;9;
E. singular Fuente Segura;Ambos sexos;Población;38;
E. singular Fuente Segura;Hombres;Población;20;
E. singular Fuente Segura;Mujeres;Población;18;
Núcleo Fuente Segura;Ambos sexos;Población;38;
Núcleo Fuente Segura;Hombres;Población;20;
Núcleo Fuente Segura;Mujeres;Población;18;
E. singular Huerta del Manco;Ambos sexos;Población;103;
E. singular Huerta del Manco;Hombres;Población;55;
E. singular Huerta del Manco;Mujeres;Población;48;
Núcleo Huerta del Manco;Ambos sexos;Población;38;
Núcleo Huerta del Manco;Hombres;Población;18;
Núcleo Huerta del Manco;Mujeres;Población;20;
Núcleo Las Quebradas;Ambos sexos;Población;27;
Núcleo Las Quebradas;Hombres;Población;16;
Núcleo Las Quebradas;Mujeres;Población;11;
Diseminado de Huerta del Manco;Ambos sexos;Población;38;
Diseminado de Huerta del Manco;Hombres;Población;21;
Diseminado de Huerta del Manco;Mujeres;Población;17;
E. singular La Ballestera;Ambos sexos;Población;13;
E. singular La Ballestera;Hombres;Población;6;
E. singular La Ballestera;Mujeres;Población;7;
Núcleo La Ballestera;Ambos sexos;Población;10;
Núcleo La Ballestera;Hombres;Población;4;
Núcleo La Ballestera;Mujeres;Población;6;
Diseminado de La Ballestera;Ambos sexos;Población;3;
Diseminado de La Ballestera;Hombres;Población;2;
Diseminado de La Ballestera;Mujeres;Población;1;
E. singular La Matea;Ambos sexos;Población;264;
E. singular La Matea;Hombres;Población;149;
E. singular La Matea;Mujeres;Población;115;
Núcleo La Matea;Ambos sexos;Población;209;
Núcleo La Matea;Hombres;Población;119;
Núcleo La Matea;Mujeres;Población;90;
Diseminado de La Matea;Ambos sexos;Población;55;
Diseminado de La Matea;Hombres;Población;30;
Diseminado de La Matea;Mujeres;Población;25;
E. singular La Muela;Ambos sexos;Población;31;
E. singular La Muela;Hombres;Población;15;
E. singular La Muela;Mujeres;Población;16;
Núcleo La Muela;Ambos sexos;Población;27;
Núcleo La Muela;Hombres;Población;13;
Núcleo La Muela;Mujeres;Población;14;
Diseminado de La Muela;Ambos sexos;Población;4;
Diseminado de La Muela;Hombres;Población;2;
Diseminado de La Muela;Mujeres;Población;2;
E. singular La Toba;Ambos sexos;Población;11;
E. singular La Toba;Hombres;Población;5;
E. singular La Toba;Mujeres;Población;6;
Núcleo La Toba;Ambos sexos;Población;11;
Núcleo La Toba;Hombres;Población;5;
Núcleo La Toba;Mujeres;Población;6;
E. singular Las Gorgollitas;Ambos sexos;Población;13;
E. singular Las Gorgollitas;Hombres;Población;8;
E. singular Las Gorgollitas;Mujeres;Población;5;
Diseminado de Las Gorgollitas;Ambos sexos;Población;13;
Diseminado de Las Gorgollitas;Hombres;Población;8;
Diseminado de Las Gorgollitas;Mujeres;Población;5;
E. singular Las Nogueras;Ambos sexos;Población;47;
E. singular Las Nogueras;Hombres;Población;19;
E. singular Las Nogueras;Mujeres;Población;28;
Núcleo Las Nogueras;Ambos sexos;Población;44;
Núcleo Las Nogueras;Hombres;Población;17;
Núcleo Las Nogueras;Mujeres;Población;27;
Diseminado de Las Nogueras;Ambos sexos;Población;3;
Diseminado de Las Nogueras;Hombres;Población;2;
Diseminado de Las Nogueras;Mujeres;Población;1;
E. singular Loma de María Ángela;Ambos sexos;Población;77;
E. singular Loma de María Ángela;Hombres;Población;33;
E. singular Loma de María Ángela;Mujeres;Población;44;
Diseminado de Loma de María Ángela;Ambos sexos;Población;77;
Diseminado de Loma de María Ángela;Hombres;Población;33;
Diseminado de Loma de María Ángela;Mujeres;Población;44;
E. singular Los Anchos;Ambos sexos;Población;28;
E. singular Los Anchos;Hombres;Población;17;
E. singular Los Anchos;Mujeres;Población;11;
Diseminado de Los Anchos;Ambos sexos;Población;28;
Diseminado de Los Anchos;Hombres;Población;17;
Diseminado de Los Anchos;Mujeres;Población;11;
E. singular Los Teatinos;Ambos sexos;Población;108;
E. singular Los Teatinos;Hombres;Población;52;
E. singular Los Teatinos;Mujeres;Población;56;
Núcleo Los Atascaderos;Ambos sexos;Población;40;
Núcleo Los Atascaderos;Hombres;Población;21;
Núcleo Los Atascaderos;Mujeres;Población;19;
Núcleo Los Teatinos;Ambos sexos;Población;68;
Núcleo Los Teatinos;Hombres;Población;31;
Núcleo Los Teatinos;Mujeres;Población;37;
E. singular Marchena;Ambos sexos;Población;76;
E. singular Marchena;Hombres;Población;44;
E. singular Marchena;Mujeres;Población;32;
Núcleo Marchena;Ambos sexos;Población;53;
Núcleo Marchena;Hombres;Población;30;
Núcleo Marchena;Mujeres;Población;23;
Diseminado de Marchena;Ambos sexos;Población;23;
Diseminado de Marchena;Hombres;Población;14;
Diseminado de Marchena;Mujeres;Población;9;
E. singular Miller;Ambos sexos;Población;67;
E. singular Miller;Hombres;Población;41;
E. singular Miller;Mujeres;Población;26;
Núcleo Miller;Ambos sexos;Población;62;
Núcleo Miller;Hombres;Población;36;
Núcleo Miller;Mujeres;Población;26;
Diseminado de Miller;Ambos sexos;Población;5;
Diseminado de Miller;Hombres;Población;5;
Diseminado de Miller;Mujeres;Población;-;
E. singular Montalvo;Ambos sexos;Población;6;
E. singular Montalvo;Hombres;Población;4;
E. singular Montalvo;Mujeres;Población;2;
Diseminado de Montalvo;Ambos sexos;Población;6;
Diseminado de Montalvo;Hombres;Población;4;
Diseminado de Montalvo;Mujeres;Población;2;
E. singular Peguera del Madroño;Ambos sexos;Población;12;
E. singular Peguera del Madroño;Hombres;Población;8;
E. singular Peguera del Madroño;Mujeres;Población;4;
Diseminado de Peguera del Madroño;Ambos sexos;Población;12;
Diseminado de Peguera del Madroño;Hombres;Población;8;
Diseminado de Peguera del Madroño;Mujeres;Población;4;
E. singular Pontón Alto;Ambos sexos;Población;80;
E. singular Pontón Alto;Hombres;Población;41;
E. singular Pontón Alto;Mujeres;Población;39;
Núcleo Pontón Alto;Ambos sexos;Población;80;
Núcleo Pontón Alto;Hombres;Población;41;
Núcleo Pontón Alto;Mujeres;Población;39;
E. singular Pontones;Ambos sexos;Población;173;
E. singular Pontones;Hombres;Población;93;
E. singular Pontones;Mujeres;Población;80;
Núcleo Pontones;Ambos sexos;Población;170;
Núcleo Pontones;Hombres;Población;91;
Núcleo Pontones;Mujeres;Población;79;
Diseminado de Pontones;Ambos sexos;Población;3;
Diseminado de Pontones;Hombres;Población;2;
Diseminado de Pontones;Mujeres;Población;1;
E. singular Poyotello;Ambos sexos;Población;15;
E. singular Poyotello;Hombres;Población;9;
E. singular Poyotello;Mujeres;Población;6;
Núcleo Poyotello;Ambos sexos;Población;15;
Núcleo Poyotello;Hombres;Población;9;
Núcleo Poyotello;Mujeres;Población;6;
E. singular Santiago de la Espada;Ambos sexos;Población;1069;
E. singular Santiago de la Espada;Hombres;Población;524;
E. singular Santiago de la Espada;Mujeres;Población;545;
Núcleo Santiago de la Espada;Ambos sexos;Población;1069;
Núcleo Santiago de la Espada;Hombres;Población;524;
Núcleo Santiago de la Espada;Mujeres;Población;545;
E. singular Tobos;Ambos sexos;Población;23;
E. singular Tobos;Hombres;Población;15;
E. singular Tobos;Mujeres;Población;8;
Núcleo Tobos;Ambos sexos;Población;15;
Núcleo Tobos;Hombres;Población;9;
Núcleo Tobos;Mujeres;Población;6;
Diseminado de Tobos;Ambos sexos;Población;8;
Diseminado de Tobos;Hombres;Población;6;
Diseminado de Tobos;Mujeres;Población;2;
E. singular Vites;Ambos sexos;Población;53;
E. singular Vites;Hombres;Población;23;
E. singular Vites;Mujeres;Población;30;
Núcleo Vites;Ambos sexos;Población;34;
Núcleo Vites;Hombres;Población;15;
Núcleo Vites;Mujeres;Población;19;
Diseminado de Vites;Ambos sexos;Población;19;
Diseminado de Vites;Hombres;Población;8;
Diseminado de Vites;Mujeres;Población;11;
Santisteban del Puerto;Ambos sexos;Población;4455;
Santisteban del Puerto;Hombres;Población;2278;
Santisteban del Puerto;Mujeres;Población;2177;
E. singular Santisteban del Puerto;Ambos sexos;Población;4455;
E. singular Santisteban del Puerto;Hombres;Población;2278;
E. singular Santisteban del Puerto;Mujeres;Población;2177;
Núcleo Santisteban del Puerto;Ambos sexos;Población;4373;
Núcleo Santisteban del Puerto;Hombres;Población;2231;
Núcleo Santisteban del Puerto;Mujeres;Población;2142;
Diseminado de Santisteban del Puerto;Ambos sexos;Población;82;
Diseminado de Santisteban del Puerto;Hombres;Población;47;
Diseminado de Santisteban del Puerto;Mujeres;Población;35;
Santo Tomé;Ambos sexos;Población;2071;
Santo Tomé;Hombres;Población;1061;
Santo Tomé;Mujeres;Población;1010;
E. singular Agrupación de Santo Tomé;Ambos sexos;Población;43;
E. singular Agrupación de Santo Tomé;Hombres;Población;30;
E. singular Agrupación de Santo Tomé;Mujeres;Población;13;
Núcleo Agrupación de Santo Tomé;Ambos sexos;Población;32;
Núcleo Agrupación de Santo Tomé;Hombres;Población;24;
Núcleo Agrupación de Santo Tomé;Mujeres;Población;8;
Diseminado de Agrupación de Santo Tomé;Ambos sexos;Población;11;
Diseminado de Agrupación de Santo Tomé;Hombres;Población;6;
Diseminado de Agrupación de Santo Tomé;Mujeres;Población;5;
E. singular Arroyos Plaza;Ambos sexos;Población;24;
E. singular Arroyos Plaza;Hombres;Población;12;
E. singular Arroyos Plaza;Mujeres;Población;12;
Diseminado de Arroyos Plaza;Ambos sexos;Población;24;
Diseminado de Arroyos Plaza;Hombres;Población;12;
Diseminado de Arroyos Plaza;Mujeres;Población;12;
E. singular Las Ericas;Ambos sexos;Población;10;
E. singular Las Ericas;Hombres;Población;6;
E. singular Las Ericas;Mujeres;Población;4;
Diseminado de Las Ericas;Ambos sexos;Población;10;
Diseminado de Las Ericas;Hombres;Población;6;
Diseminado de Las Ericas;Mujeres;Población;4;
E. singular Santo Tomé;Ambos sexos;Población;1994;
E. singular Santo Tomé;Hombres;Población;1013;
E. singular Santo Tomé;Mujeres;Población;981;
Núcleo Santo Tomé;Ambos sexos;Población;1987;
Núcleo Santo Tomé;Hombres;Población;1009;
Núcleo Santo Tomé;Mujeres;Población;978;
Diseminado de Santo Tomé;Ambos sexos;Población;7;
Diseminado de Santo Tomé;Hombres;Población;4;
Diseminado de Santo Tomé;Mujeres;Población;3;
Segura de la Sierra;Ambos sexos;Población;1685;
Segura de la Sierra;Hombres;Población;821;
Segura de la Sierra;Mujeres;Población;864;
E. singular Arroyo Canales;Ambos sexos;Población;24;
E. singular Arroyo Canales;Hombres;Población;13;
E. singular Arroyo Canales;Mujeres;Población;11;
Núcleo Arroyo Maguillo;Ambos sexos;Población;2;
Núcleo Arroyo Maguillo;Hombres;Población;1;
Núcleo Arroyo Maguillo;Mujeres;Población;1;
Núcleo Río Madera;Ambos sexos;Población;1;
Núcleo Río Madera;Hombres;Población;1;
Núcleo Río Madera;Mujeres;Población;-;
Diseminado de Arroyo Canales;Ambos sexos;Población;21;
Diseminado de Arroyo Canales;Hombres;Población;11;
Diseminado de Arroyo Canales;Mujeres;Población;10;
E. singular Arroyo Frío;Ambos sexos;Población;9;
E. singular Arroyo Frío;Hombres;Población;5;
E. singular Arroyo Frío;Mujeres;Población;4;
Núcleo Arroyo Frío;Ambos sexos;Población;9;
Núcleo Arroyo Frío;Hombres;Población;5;
Núcleo Arroyo Frío;Mujeres;Población;4;
E. singular Carrasco;Ambos sexos;Población;137;
E. singular Carrasco;Hombres;Población;72;
E. singular Carrasco;Mujeres;Población;65;
Núcleo Carrasco;Ambos sexos;Población;106;
Núcleo Carrasco;Hombres;Población;57;
Núcleo Carrasco;Mujeres;Población;49;
Núcleo La Alberquilla;Ambos sexos;Población;31;
Núcleo La Alberquilla;Hombres;Población;15;
Núcleo La Alberquilla;Mujeres;Población;16;
E. singular Catena Alto;Ambos sexos;Población;14;
E. singular Catena Alto;Hombres;Población;6;
E. singular Catena Alto;Mujeres;Población;8;
Núcleo Catena Alto;Ambos sexos;Población;14;
Núcleo Catena Alto;Hombres;Población;6;
Núcleo Catena Alto;Mujeres;Población;8;
E. singular Cortijos Nuevos;Ambos sexos;Población;949;
E. singular Cortijos Nuevos;Hombres;Población;450;
E. singular Cortijos Nuevos;Mujeres;Población;499;
Núcleo Cortijos Nuevos;Ambos sexos;Población;910;
Núcleo Cortijos Nuevos;Hombres;Población;429;
Núcleo Cortijos Nuevos;Mujeres;Población;481;
Núcleo La Espinareda;Ambos sexos;Población;4;
Núcleo La Espinareda;Hombres;Población;2;
Núcleo La Espinareda;Mujeres;Población;2;
Diseminado de Cortijos Nuevos;Ambos sexos;Población;21;
Diseminado de Cortijos Nuevos;Hombres;Población;15;
Diseminado de Cortijos Nuevos;Mujeres;Población;6;
E. singular El Batán;Ambos sexos;Población;42;
E. singular El Batán;Hombres;Población;20;
E. singular El Batán;Mujeres;Población;22;
Núcleo El Batán;Ambos sexos;Población;12;
Núcleo El Batán;Hombres;Población;5;
Núcleo El Batán;Mujeres;Población;7;
Núcleo El Porche;Ambos sexos;Población;17;
Núcleo El Porche;Hombres;Población;9;
Núcleo El Porche;Mujeres;Población;8;
Núcleo Los Floros;Ambos sexos;Población;3;
Núcleo Los Floros;Hombres;Población;1;
Núcleo Los Floros;Mujeres;Población;2;
Diseminado de El Batán;Ambos sexos;Población;10;
Diseminado de El Batán;Hombres;Población;5;
Diseminado de El Batán;Mujeres;Población;5;
E. singular El Ojuelo;Ambos sexos;Población;143;
E. singular El Ojuelo;Hombres;Población;72;
E. singular El Ojuelo;Mujeres;Población;71;
Núcleo El Ojuelo;Ambos sexos;Población;142;
Núcleo El Ojuelo;Hombres;Población;71;
Núcleo El Ojuelo;Mujeres;Población;71;
Diseminado de El Ojuelo;Ambos sexos;Población;1;
Diseminado de El Ojuelo;Hombres;Población;1;
Diseminado de El Ojuelo;Mujeres;Población;-;
E. singular El Puerto;Ambos sexos;Población;3;
E. singular El Puerto;Hombres;Población;2;
E. singular El Puerto;Mujeres;Población;1;
Núcleo El Puerto;Ambos sexos;Población;3;
Núcleo El Puerto;Hombres;Población;2;
Núcleo El Puerto;Mujeres;Población;1;
E. singular El Robledo;Ambos sexos;Población;105;
E. singular El Robledo;Hombres;Población;53;
E. singular El Robledo;Mujeres;Población;52;
Núcleo El Robledo;Ambos sexos;Población;105;
Núcleo El Robledo;Hombres;Población;53;
Núcleo El Robledo;Mujeres;Población;52;
E. singular Las Juntas;Ambos sexos;Población;1;
E. singular Las Juntas;Hombres;Población;1;
E. singular Las Juntas;Mujeres;Población;-;
Diseminado de Las Juntas;Ambos sexos;Población;1;
Diseminado de Las Juntas;Hombres;Población;1;
Diseminado de Las Juntas;Mujeres;Población;-;
E. singular Pantano del Guadalmena;Ambos sexos;Población;9;
E. singular Pantano del Guadalmena;Hombres;Población;5;
E. singular Pantano del Guadalmena;Mujeres;Población;4;
Diseminado de Pantano del Guadalmena;Ambos sexos;Población;9;
Diseminado de Pantano del Guadalmena;Hombres;Población;5;
Diseminado de Pantano del Guadalmena;Mujeres;Población;4;
E. singular Rihornos;Ambos sexos;Población;26;
E. singular Rihornos;Hombres;Población;12;
E. singular Rihornos;Mujeres;Población;14;
Núcleo Rihornos;Ambos sexos;Población;26;
Núcleo Rihornos;Hombres;Población;12;
Núcleo Rihornos;Mujeres;Población;14;
E. singular Segura de la Sierra;Ambos sexos;Población;223;
E. singular Segura de la Sierra;Hombres;Población;110;
E. singular Segura de la Sierra;Mujeres;Población;113;
Núcleo Moralejos;Ambos sexos;Población;10;
Núcleo Moralejos;Hombres;Población;4;
Núcleo Moralejos;Mujeres;Población;6;
Núcleo Segura de la Sierra;Ambos sexos;Población;213;
Núcleo Segura de la Sierra;Hombres;Población;106;
Núcleo Segura de la Sierra;Mujeres;Población;107;
Siles;Ambos sexos;Población;2108;
Siles;Hombres;Población;1079;
Siles;Mujeres;Población;1029;
E. singular Cañada del Señor;Ambos sexos;Población;3;
E. singular Cañada del Señor;Hombres;Población;2;
E. singular Cañada del Señor;Mujeres;Población;1;
Núcleo Cañada del Señor;Ambos sexos;Población;3;
Núcleo Cañada del Señor;Hombres;Población;2;
Núcleo Cañada del Señor;Mujeres;Población;1;
E. singular Don Marcos;Ambos sexos;Población;6;
E. singular Don Marcos;Hombres;Población;3;
E. singular Don Marcos;Mujeres;Población;3;
Núcleo Don Marcos;Ambos sexos;Población;6;
Núcleo Don Marcos;Hombres;Población;3;
Núcleo Don Marcos;Mujeres;Población;3;
E. singular Siles;Ambos sexos;Población;2089;
E. singular Siles;Hombres;Población;1069;
E. singular Siles;Mujeres;Población;1020;
Núcleo Siles;Ambos sexos;Población;1976;
Núcleo Siles;Hombres;Población;1010;
Núcleo Siles;Mujeres;Población;966;
Diseminado de Siles;Ambos sexos;Población;113;
Diseminado de Siles;Hombres;Población;59;
Diseminado de Siles;Mujeres;Población;54;
E. singular Vega de Castrobayona;Ambos sexos;Población;10;
E. singular Vega de Castrobayona;Hombres;Población;5;
E. singular Vega de Castrobayona;Mujeres;Población;5;
Núcleo Vega de Castrobayona;Ambos sexos;Población;10;
Núcleo Vega de Castrobayona;Hombres;Población;5;
Núcleo Vega de Castrobayona;Mujeres;Población;5;
Sorihuela del Guadalimar;Ambos sexos;Población;1036;
Sorihuela del Guadalimar;Hombres;Población;535;
Sorihuela del Guadalimar;Mujeres;Población;501;
E. singular Sorihuela del Guadalimar;Ambos sexos;Población;1036;
E. singular Sorihuela del Guadalimar;Hombres;Población;535;
E. singular Sorihuela del Guadalimar;Mujeres;Población;501;
Núcleo Sorihuela del Guadalimar;Ambos sexos;Población;1023;
Núcleo Sorihuela del Guadalimar;Hombres;Población;527;
Núcleo Sorihuela del Guadalimar;Mujeres;Población;496;
Diseminado de Sorihuela del Guadalimar;Ambos sexos;Población;13;
Diseminado de Sorihuela del Guadalimar;Hombres;Población;8;
Diseminado de Sorihuela del Guadalimar;Mujeres;Población;5;
Torreblascopedro;Ambos sexos;Población;2404;
Torreblascopedro;Hombres;Población;1231;
Torreblascopedro;Mujeres;Población;1173;
E. singular Campillo del Río;Ambos sexos;Población;615;
E. singular Campillo del Río;Hombres;Población;307;
E. singular Campillo del Río;Mujeres;Población;308;
Núcleo Campillo del Río;Ambos sexos;Población;615;
Núcleo Campillo del Río;Hombres;Población;307;
Núcleo Campillo del Río;Mujeres;Población;308;
E. singular Torreblascopedro;Ambos sexos;Población;1789;
E. singular Torreblascopedro;Hombres;Población;924;
E. singular Torreblascopedro;Mujeres;Población;865;
Núcleo Torreblascopedro;Ambos sexos;Población;1748;
Núcleo Torreblascopedro;Hombres;Población;905;
Núcleo Torreblascopedro;Mujeres;Población;843;
Diseminado de Torreblascopedro;Ambos sexos;Población;41;
Diseminado de Torreblascopedro;Hombres;Población;19;
Diseminado de Torreblascopedro;Mujeres;Población;22;
Torredelcampo;Ambos sexos;Población;13937;
Torredelcampo;Hombres;Población;6962;
Torredelcampo;Mujeres;Población;6975;
E. singular Garcíez;Ambos sexos;Población;22;
E. singular Garcíez;Hombres;Población;11;
E. singular Garcíez;Mujeres;Población;11;
Diseminado de Garcíez;Ambos sexos;Población;22;
Diseminado de Garcíez;Hombres;Población;11;
Diseminado de Garcíez;Mujeres;Población;11;
E. singular Megatín;Ambos sexos;Población;44;
E. singular Megatín;Hombres;Población;21;
E. singular Megatín;Mujeres;Población;23;
Diseminado de Megatín;Ambos sexos;Población;44;
Diseminado de Megatín;Hombres;Población;21;
Diseminado de Megatín;Mujeres;Población;23;
E. singular Torredelcampo;Ambos sexos;Población;13871;
E. singular Torredelcampo;Hombres;Población;6930;
E. singular Torredelcampo;Mujeres;Población;6941;
Núcleo Torredelcampo;Ambos sexos;Población;13777;
Núcleo Torredelcampo;Hombres;Población;6876;
Núcleo Torredelcampo;Mujeres;Población;6901;
Diseminado de Torredelcampo;Ambos sexos;Población;94;
Diseminado de Torredelcampo;Hombres;Población;54;
Diseminado de Torredelcampo;Mujeres;Población;40;
Torredonjimeno;Ambos sexos;Población;13258;
Torredonjimeno;Hombres;Población;6533;
Torredonjimeno;Mujeres;Población;6725;
E. singular Lendínez;Ambos sexos;Población;8;
E. singular Lendínez;Hombres;Población;5;
E. singular Lendínez;Mujeres;Población;3;
Diseminado de Lendínez;Ambos sexos;Población;8;
Diseminado de Lendínez;Hombres;Población;5;
Diseminado de Lendínez;Mujeres;Población;3;
E. singular Los Villares;Ambos sexos;Población;7;
E. singular Los Villares;Hombres;Población;6;
E. singular Los Villares;Mujeres;Población;1;
Diseminado de Los Villares;Ambos sexos;Población;7;
Diseminado de Los Villares;Hombres;Población;6;
Diseminado de Los Villares;Mujeres;Población;1;
E. singular Torredonjimeno;Ambos sexos;Población;13243;
E. singular Torredonjimeno;Hombres;Población;6522;
E. singular Torredonjimeno;Mujeres;Población;6721;
Núcleo Torredonjimeno;Ambos sexos;Población;13224;
Núcleo Torredonjimeno;Hombres;Población;6510;
Núcleo Torredonjimeno;Mujeres;Población;6714;
Diseminado de Torredonjimeno;Ambos sexos;Población;19;
Diseminado de Torredonjimeno;Hombres;Población;12;
Diseminado de Torredonjimeno;Mujeres;Población;7;
Torreperogil;Ambos sexos;Población;7115;
Torreperogil;Hombres;Población;3491;
Torreperogil;Mujeres;Población;3624;
E. singular Aguasblanquillas;Ambos sexos;Población;9;
E. singular Aguasblanquillas;Hombres;Población;5;
E. singular Aguasblanquillas;Mujeres;Población;4;
Diseminado de Aguasblanquillas;Ambos sexos;Población;9;
Diseminado de Aguasblanquillas;Hombres;Población;5;
Diseminado de Aguasblanquillas;Mujeres;Población;4;
E. singular Torreperogil;Ambos sexos;Población;7106;
E. singular Torreperogil;Hombres;Población;3486;
E. singular Torreperogil;Mujeres;Población;3620;
Núcleo Torreperogil;Ambos sexos;Población;6933;
Núcleo Torreperogil;Hombres;Población;3393;
Núcleo Torreperogil;Mujeres;Población;3540;
Diseminado de Torreperogil;Ambos sexos;Población;173;
Diseminado de Torreperogil;Hombres;Población;93;
Diseminado de Torreperogil;Mujeres;Población;80;
Torres;Ambos sexos;Población;1348;
Torres;Hombres;Población;705;
Torres;Mujeres;Población;643;
E. singular Torres;Ambos sexos;Población;1348;
E. singular Torres;Hombres;Población;705;
E. singular Torres;Mujeres;Población;643;
Núcleo Torres;Ambos sexos;Población;1323;
Núcleo Torres;Hombres;Población;689;
Núcleo Torres;Mujeres;Población;634;
Diseminado de Torres;Ambos sexos;Población;25;
Diseminado de Torres;Hombres;Población;16;
Diseminado de Torres;Mujeres;Población;9;
Torres de Albánchez;Ambos sexos;Población;743;
Torres de Albánchez;Hombres;Población;385;
Torres de Albánchez;Mujeres;Población;358;
E. singular Fuente Carrasca;Ambos sexos;Población;11;
E. singular Fuente Carrasca;Hombres;Población;7;
E. singular Fuente Carrasca;Mujeres;Población;4;
Diseminado de Fuente Carrasca;Ambos sexos;Población;11;
Diseminado de Fuente Carrasca;Hombres;Población;7;
Diseminado de Fuente Carrasca;Mujeres;Población;4;
E. singular Los Maridos;Ambos sexos;Población;5;
E. singular Los Maridos;Hombres;Población;5;
E. singular Los Maridos;Mujeres;Población;-;
Diseminado de Los Maridos;Ambos sexos;Población;5;
Diseminado de Los Maridos;Hombres;Población;5;
Diseminado de Los Maridos;Mujeres;Población;-;
E. singular Moracho;Ambos sexos;Población;1;
E. singular Moracho;Hombres;Población;-;
E. singular Moracho;Mujeres;Población;1;
Diseminado de Moracho;Ambos sexos;Población;1;
Diseminado de Moracho;Hombres;Población;-;
Diseminado de Moracho;Mujeres;Población;1;
E. singular Torres de Albánchez;Ambos sexos;Población;726;
E. singular Torres de Albánchez;Hombres;Población;373;
E. singular Torres de Albánchez;Mujeres;Población;353;
Núcleo Torres de Albánchez;Ambos sexos;Población;721;
Núcleo Torres de Albánchez;Hombres;Población;371;
Núcleo Torres de Albánchez;Mujeres;Población;350;
Úbeda;Ambos sexos;Población;33665;
Úbeda;Hombres;Población;16370;
Úbeda;Mujeres;Población;17295;
E. singular Donadío;Ambos sexos;Población;210;
E. singular Donadío;Hombres;Población;98;
E. singular Donadío;Mujeres;Población;112;
Núcleo Donadío;Ambos sexos;Población;184;
Núcleo Donadío;Hombres;Población;84;
Núcleo Donadío;Mujeres;Población;100;
Diseminado de Donadío;Ambos sexos;Población;26;
Diseminado de Donadío;Hombres;Población;14;
Diseminado de Donadío;Mujeres;Población;12;
E. singular San Miguel;Ambos sexos;Población;14;
E. singular San Miguel;Hombres;Población;10;
E. singular San Miguel;Mujeres;Población;4;
Núcleo San Miguel;Ambos sexos;Población;14;
Núcleo San Miguel;Hombres;Población;10;
Núcleo San Miguel;Mujeres;Población;4;
E. singular Santa Eulalia;Ambos sexos;Población;751;
E. singular Santa Eulalia;Hombres;Población;380;
E. singular Santa Eulalia;Mujeres;Población;371;
Núcleo San Bartolomé-El Campillo;Ambos sexos;Población;163;
Núcleo San Bartolomé-El Campillo;Hombres;Población;83;
Núcleo San Bartolomé-El Campillo;Mujeres;Población;80;
Núcleo Santa Eulalia;Ambos sexos;Población;268;
Núcleo Santa Eulalia;Hombres;Población;136;
Núcleo Santa Eulalia;Mujeres;Población;132;
Diseminado de Santa Eulalia;Ambos sexos;Población;320;
Diseminado de Santa Eulalia;Hombres;Población;161;
Diseminado de Santa Eulalia;Mujeres;Población;159;
E. singular Solana de Torralba;Ambos sexos;Población;192;
E. singular Solana de Torralba;Hombres;Población;100;
E. singular Solana de Torralba;Mujeres;Población;92;
Núcleo Solana de Torralba;Ambos sexos;Población;191;
Núcleo Solana de Torralba;Hombres;Población;99;
Núcleo Solana de Torralba;Mujeres;Población;92;
Diseminado de Solana de Torralba;Ambos sexos;Población;1;
Diseminado de Solana de Torralba;Hombres;Población;1;
Diseminado de Solana de Torralba;Mujeres;Población;-;
E. singular Úbeda;Ambos sexos;Población;32416;
E. singular Úbeda;Hombres;Población;15741;
E. singular Úbeda;Mujeres;Población;16675;
Núcleo Úbeda;Ambos sexos;Población;32416;
Núcleo Úbeda;Hombres;Población;15741;
Núcleo Úbeda;Mujeres;Población;16675;
E. singular Veracruz;Ambos sexos;Población;82;
E. singular Veracruz;Hombres;Población;41;
E. singular Veracruz;Mujeres;Población;41;
Núcleo Veracruz;Ambos sexos;Población;82;
Núcleo Veracruz;Hombres;Población;41;
Núcleo Veracruz;Mujeres;Población;41;
Valdepeñas de Jaén;Ambos sexos;Población;3554;
Valdepeñas de Jaén;Hombres;Población;1774;
Valdepeñas de Jaén;Mujeres;Población;1780;
